Iteration	Global Fitness	Arrived Vehicles	Non Arrived Vehicles	Trip Time	Waiting Time
37        	1.442599       	175.0              	74.0                   	21227.0 	10803.0
38        	1.442599       	167.0              	83.0                   	20089.0 	11211.0
39        	1.442599       	175.0              	75.0                   	19733.0 	9681.0
40        	1.442599       	179.0              	70.0                   	20748.0 	9748.0
41        	1.442599       	172.0              	78.0                   	20356.0 	10837.0
42        	1.442599       	190.0              	60.0                   	21770.0 	8891.0
43        	1.442599       	180.0              	70.0                   	18906.0 	7956.0
44        	1.442599       	183.0              	67.0                   	21030.0 	8714.0
45        	1.442599       	182.0              	68.0                   	21461.0 	8906.0
46        	1.442599       	179.0              	71.0                   	20189.0 	9265.0
47        	1.442599       	165.0              	84.0                   	20054.0 	10615.0
48        	1.442599       	175.0              	75.0                   	20074.0 	10438.0
49        	1.442599       	173.0              	76.0                   	19376.0 	9926.0
50        	1.442599       	183.0              	67.0                   	19908.0 	8095.0
51        	1.442599       	185.0              	63.0                   	21878.0 	9375.0
52        	1.442599       	151.0              	98.0                   	18080.0 	13768.0
53        	1.442599       	186.0              	64.0                   	20888.0 	7858.0
54        	1.442599       	189.0              	60.0                   	23599.0 	9883.0
55        	1.442599       	174.0              	76.0                   	19034.0 	9098.0
56        	1.442599       	173.0              	77.0                   	20206.0 	10950.0
57        	1.442599       	188.0              	62.0                   	21081.0 	8808.0
58        	1.442599       	169.0              	81.0                   	19883.0 	9699.0
59        	1.442599       	173.0              	77.0                   	19410.0 	8791.0
60        	1.442599       	165.0              	85.0                   	18889.0 	11246.0
61        	1.442599       	171.0              	79.0                   	19355.0 	9288.0
62        	1.442599       	179.0              	71.0                   	20530.0 	9028.0
63        	1.442599       	182.0              	67.0                   	21238.0 	9279.0
64        	1.442599       	177.0              	72.0                   	21213.0 	9885.0
65        	1.442599       	172.0              	77.0                   	21157.0 	10896.0
66        	1.442599       	149.0              	98.0                   	19235.0 	13840.0
67        	1.442599       	183.0              	66.0                   	19885.0 	8276.0
68        	1.442599       	188.0              	62.0                   	20769.0 	7999.0
69        	1.442599       	171.0              	78.0                   	19642.0 	9968.0
70        	1.442599       	175.0              	74.0                   	19791.0 	9353.0
71        	1.442599       	171.0              	79.0                   	20259.0 	11326.0
72        	1.442599       	183.0              	66.0                   	20610.0 	9040.0
73        	1.442599       	177.0              	72.0                   	19257.0 	9231.0
74        	1.442599       	181.0              	68.0                   	21229.0 	9640.0
75        	1.442599       	191.0              	59.0                   	18710.0 	6242.0
76        	1.442599       	173.0              	75.0                   	19523.0 	10932.0
77        	1.442599       	172.0              	77.0                   	19901.0 	10857.0
78        	1.442599       	187.0              	63.0                   	22723.0 	9647.0
79        	1.442599       	189.0              	61.0                   	20905.0 	8268.0
80        	1.442599       	185.0              	64.0                   	21222.0 	8882.0
81        	1.442599       	188.0              	62.0                   	20117.0 	7840.0
82        	1.442599       	195.0              	55.0                   	21628.0 	7972.0
83        	1.442599       	180.0              	69.0                   	21066.0 	9454.0
84        	1.442599       	171.0              	79.0                   	18889.0 	9649.0
85        	1.442599       	185.0              	65.0                   	19718.0 	7837.0
86        	1.442599       	183.0              	66.0                   	20217.0 	8364.0
87        	1.442599       	172.0              	78.0                   	20301.0 	10374.0
88        	1.442599       	186.0              	62.0                   	22447.0 	10275.0
89        	1.442599       	183.0              	67.0                   	22376.0 	10736.0
90        	1.442599       	186.0              	63.0                   	20828.0 	8789.0
91        	1.442599       	184.0              	66.0                   	20400.0 	8537.0
92        	1.442599       	190.0              	60.0                   	20461.0 	7382.0
93        	1.442599       	180.0              	69.0                   	20511.0 	9290.0
94        	1.442599       	171.0              	77.0                   	20178.0 	10502.0
95        	1.442599       	171.0              	78.0                   	19340.0 	10487.0
96        	1.442599       	181.0              	67.0                   	20435.0 	9612.0
97        	1.442599       	178.0              	71.0                   	20238.0 	10038.0
98        	1.442599       	179.0              	70.0                   	19829.0 	9199.0
99        	1.442599       	164.0              	86.0                   	21823.0 	12501.0
100       	1.442599       	170.0              	80.0                   	19996.0 	10878.0
101       	1.442599       	182.0              	67.0                   	20883.0 	8688.0
102       	1.442599       	186.0              	63.0                   	22500.0 	10127.0
103       	1.442599       	166.0              	83.0                   	19288.0 	10817.0
104       	1.442599       	177.0              	73.0                   	19125.0 	9121.0
105       	1.442599       	175.0              	75.0                   	20666.0 	9758.0
106       	1.442599       	194.0              	56.0                   	21708.0 	7780.0
107       	1.442599       	173.0              	77.0                   	19997.0 	10152.0
108       	1.442599       	171.0              	79.0                   	19985.0 	11972.0
109       	1.442599       	170.0              	79.0                   	20498.0 	10564.0
110       	1.442599       	187.0              	63.0                   	20199.0 	7919.0
111       	1.442599       	182.0              	67.0                   	19597.0 	7983.0
112       	1.442599       	180.0              	69.0                   	20572.0 	9358.0
113       	1.442599       	177.0              	72.0                   	20690.0 	9623.0
114       	1.442599       	167.0              	83.0                   	18278.0 	10562.0
115       	1.442599       	159.0              	91.0                   	18348.0 	11245.0
116       	1.442599       	163.0              	82.0                   	16876.0 	10867.0
117       	1.442599       	182.0              	68.0                   	21748.0 	10419.0
118       	1.442599       	173.0              	77.0                   	20460.0 	10726.0
119       	1.442599       	169.0              	79.0                   	19439.0 	10189.0
120       	1.442599       	190.0              	60.0                   	21624.0 	8687.0
121       	1.442599       	189.0              	61.0                   	21576.0 	9230.0
122       	1.442599       	175.0              	75.0                   	20537.0 	10167.0
123       	1.442599       	178.0              	72.0                   	21551.0 	11637.0
124       	1.442599       	176.0              	73.0                   	18847.0 	9017.0
125       	1.442599       	183.0              	66.0                   	20373.0 	8351.0
126       	1.442599       	185.0              	65.0                   	18105.0 	6805.0
127       	1.442599       	185.0              	65.0                   	20322.0 	8152.0
128       	1.442599       	177.0              	73.0                   	19815.0 	9125.0
129       	1.442599       	193.0              	57.0                   	21782.0 	8520.0
130       	1.442599       	177.0              	72.0                   	21589.0 	11024.0
131       	1.442599       	172.0              	78.0                   	20848.0 	11377.0
132       	1.442599       	177.0              	71.0                   	20837.0 	10704.0
133       	1.442599       	176.0              	72.0                   	20752.0 	10796.0
134       	1.442599       	184.0              	66.0                   	20619.0 	8978.0
135       	1.442599       	185.0              	64.0                   	21726.0 	8960.0
136       	1.442599       	184.0              	65.0                   	20306.0 	8795.0
137       	1.442599       	176.0              	73.0                   	19157.0 	8915.0
138       	1.442599       	168.0              	82.0                   	20164.0 	10779.0
139       	1.442599       	176.0              	72.0                   	19765.0 	9650.0
140       	1.442599       	177.0              	73.0                   	19702.0 	9554.0
141       	1.442599       	185.0              	65.0                   	21900.0 	9087.0
142       	1.442599       	182.0              	68.0                   	19390.0 	8077.0
143       	1.442599       	188.0              	62.0                   	20921.0 	7996.0
144       	1.442599       	165.0              	82.0                   	18476.0 	10401.0
145       	1.442599       	181.0              	69.0                   	21461.0 	9759.0
146       	1.442599       	180.0              	70.0                   	20859.0 	8978.0
147       	1.442599       	189.0              	60.0                   	22061.0 	9040.0
148       	1.442599       	184.0              	66.0                   	18850.0 	7203.0
149       	1.442599       	178.0              	72.0                   	18401.0 	8524.0
150       	1.442599       	184.0              	66.0                   	21142.0 	9089.0
151       	1.442599       	175.0              	75.0                   	20432.0 	9474.0
152       	1.442599       	191.0              	59.0                   	21281.0 	7889.0
153       	1.442599       	183.0              	66.0                   	19643.0 	8101.0
154       	1.442599       	170.0              	80.0                   	18268.0 	9787.0
155       	1.442599       	183.0              	67.0                   	20754.0 	9102.0
156       	1.442599       	167.0              	83.0                   	17417.0 	8746.0
157       	1.442599       	165.0              	84.0                   	18964.0 	11855.0
158       	1.442599       	184.0              	64.0                   	19581.0 	8066.0
159       	1.442599       	171.0              	79.0                   	20465.0 	11156.0
160       	1.442599       	195.0              	54.0                   	21474.0 	7984.0
161       	1.442599       	183.0              	64.0                   	20214.0 	7965.0
162       	1.442599       	188.0              	62.0                   	21429.0 	8847.0
163       	1.442599       	175.0              	74.0                   	19880.0 	10034.0
164       	1.442599       	188.0              	61.0                   	21535.0 	8776.0
165       	1.442599       	190.0              	60.0                   	21015.0 	7931.0
166       	1.442599       	170.0              	78.0                   	20488.0 	11191.0
167       	1.442599       	177.0              	72.0                   	21512.0 	9950.0
168       	1.442599       	187.0              	63.0                   	21424.0 	9449.0
169       	1.442599       	185.0              	64.0                   	22569.0 	10403.0
170       	1.442599       	175.0              	75.0                   	19984.0 	10044.0
171       	1.442599       	182.0              	68.0                   	21702.0 	10842.0
172       	1.442599       	177.0              	72.0                   	19323.0 	9184.0
173       	1.442599       	172.0              	76.0                   	20214.0 	10248.0
174       	1.442599       	174.0              	76.0                   	19730.0 	9787.0
175       	1.442599       	171.0              	79.0                   	21173.0 	11239.0
176       	1.442599       	181.0              	69.0                   	19581.0 	8517.0
177       	1.442599       	185.0              	65.0                   	20585.0 	9164.0
178       	1.442599       	182.0              	67.0                   	20699.0 	9477.0
179       	1.442599       	183.0              	66.0                   	20265.0 	8418.0
180       	1.442599       	176.0              	73.0                   	19653.0 	9847.0
181       	1.442599       	170.0              	80.0                   	19123.0 	10375.0
182       	1.442599       	169.0              	81.0                   	19963.0 	11319.0
183       	1.442599       	180.0              	69.0                   	21474.0 	9371.0
184       	1.442599       	190.0              	60.0                   	20943.0 	8325.0
185       	1.442599       	185.0              	65.0                   	20407.0 	8455.0
186       	1.442599       	176.0              	74.0                   	22390.0 	10581.0
187       	1.442599       	184.0              	65.0                   	19330.0 	7778.0
188       	1.442599       	188.0              	62.0                   	18661.0 	7716.0
189       	1.442599       	166.0              	84.0                   	18441.0 	10294.0
190       	1.442599       	172.0              	78.0                   	19134.0 	9839.0
191       	1.442599       	172.0              	78.0                   	19236.0 	9493.0
192       	1.442599       	173.0              	77.0                   	19851.0 	9284.0
193       	1.442599       	182.0              	68.0                   	19911.0 	8654.0
194       	1.442599       	168.0              	81.0                   	19187.0 	10165.0
195       	1.442599       	173.0              	75.0                   	19904.0 	10395.0
196       	1.442599       	175.0              	75.0                   	20625.0 	10940.0
197       	1.442599       	176.0              	74.0                   	20181.0 	9937.0
198       	1.442599       	178.0              	71.0                   	20197.0 	9090.0
199       	1.442599       	180.0              	69.0                   	19204.0 	8719.0
200       	1.442599       	167.0              	79.0                   	18946.0 	11829.0
201       	1.442599       	175.0              	75.0                   	19591.0 	9248.0
202       	1.442599       	164.0              	85.0                   	18260.0 	10954.0
203       	1.442599       	176.0              	72.0                   	20256.0 	9808.0
204       	1.442599       	184.0              	66.0                   	19866.0 	8273.0
205       	1.442599       	191.0              	58.0                   	21516.0 	8829.0
206       	1.442599       	177.0              	71.0                   	21204.0 	10079.0
207       	1.442599       	181.0              	69.0                   	19984.0 	8047.0
208       	1.442599       	173.0              	75.0                   	18786.0 	9339.0
209       	1.442599       	179.0              	69.0                   	19816.0 	9336.0
210       	1.442599       	176.0              	74.0                   	19610.0 	9325.0
211       	1.442599       	181.0              	69.0                   	20755.0 	9256.0
212       	1.442599       	172.0              	77.0                   	21726.0 	12204.0
213       	1.442599       	180.0              	70.0                   	18984.0 	8613.0
214       	1.442599       	178.0              	72.0                   	19405.0 	8920.0
215       	1.442599       	168.0              	81.0                   	20219.0 	11152.0
216       	1.442599       	177.0              	73.0                   	20291.0 	10066.0
217       	1.442599       	183.0              	66.0                   	19688.0 	8265.0
218       	1.442599       	163.0              	86.0                   	19245.0 	12189.0
219       	1.442599       	181.0              	68.0                   	20516.0 	9689.0
220       	1.442599       	173.0              	75.0                   	19704.0 	10482.0
221       	1.442599       	187.0              	60.0                   	19363.0 	7103.0
222       	1.442599       	181.0              	69.0                   	19592.0 	9237.0
223       	1.442599       	183.0              	67.0                   	19575.0 	8026.0
224       	1.442599       	162.0              	86.0                   	18185.0 	10873.0
225       	1.442599       	179.0              	70.0                   	19202.0 	8829.0
226       	1.442599       	173.0              	75.0                   	19164.0 	10273.0
227       	1.442599       	178.0              	72.0                   	20656.0 	9979.0
228       	1.442599       	187.0              	63.0                   	18455.0 	7002.0
229       	1.442599       	181.0              	69.0                   	20152.0 	9179.0
230       	1.442599       	170.0              	80.0                   	20490.0 	11659.0
231       	1.442599       	183.0              	66.0                   	20670.0 	9347.0
232       	1.442599       	186.0              	63.0                   	21312.0 	9029.0
233       	1.442599       	178.0              	72.0                   	19225.0 	8936.0
234       	1.442599       	180.0              	70.0                   	21530.0 	10729.0
235       	1.442599       	182.0              	68.0                   	21859.0 	9490.0
236       	1.442599       	168.0              	81.0                   	20758.0 	10817.0
237       	1.442599       	179.0              	71.0                   	19038.0 	8292.0
238       	1.442599       	187.0              	62.0                   	18892.0 	6978.0
239       	1.442599       	187.0              	63.0                   	20423.0 	9232.0
240       	1.442599       	178.0              	72.0                   	19898.0 	9812.0
241       	1.442599       	177.0              	73.0                   	20411.0 	9330.0
242       	1.442599       	171.0              	79.0                   	21365.0 	11047.0
243       	1.442599       	161.0              	88.0                   	18554.0 	10818.0
244       	1.420088       	195.0              	55.0                   	20160.0 	6836.0
245       	1.420088       	167.0              	79.0                   	19127.0 	10292.0
246       	1.420088       	163.0              	87.0                   	19287.0 	11837.0
247       	1.420088       	177.0              	71.0                   	19611.0 	9466.0
248       	1.420088       	170.0              	80.0                   	18754.0 	8924.0
249       	1.420088       	188.0              	60.0                   	22540.0 	9167.0
250       	1.420088       	178.0              	72.0                   	20813.0 	9579.0
251       	1.420088       	173.0              	76.0                   	20115.0 	10424.0
252       	1.420088       	185.0              	64.0                   	19897.0 	7851.0
253       	1.420088       	181.0              	69.0                   	20254.0 	8754.0
254       	1.420088       	171.0              	78.0                   	18660.0 	10396.0
255       	1.420088       	183.0              	66.0                   	19233.0 	8305.0
256       	1.420088       	173.0              	76.0                   	19731.0 	9989.0
257       	1.420088       	179.0              	70.0                   	20565.0 	9449.0
258       	1.420088       	148.0              	99.0                   	18699.0 	13641.0
259       	1.420088       	173.0              	76.0                   	19761.0 	9301.0
260       	1.420088       	182.0              	66.0                   	21282.0 	9489.0
261       	1.420088       	185.0              	65.0                   	20205.0 	8665.0
262       	1.420088       	180.0              	69.0                   	20691.0 	9559.0
263       	1.420088       	177.0              	73.0                   	18917.0 	8825.0
264       	1.420088       	181.0              	69.0                   	19729.0 	7988.0
265       	1.420088       	192.0              	57.0                   	20941.0 	7950.0
266       	1.420088       	164.0              	86.0                   	18725.0 	11177.0
267       	1.420088       	189.0              	59.0                   	21330.0 	9046.0
268       	1.420088       	190.0              	59.0                   	20647.0 	7821.0
269       	1.420088       	177.0              	71.0                   	19339.0 	8384.0
270       	1.420088       	173.0              	75.0                   	20955.0 	11159.0
271       	1.420088       	185.0              	64.0                   	21046.0 	8822.0
272       	1.420088       	174.0              	75.0                   	19820.0 	9958.0
273       	1.420088       	180.0              	70.0                   	20581.0 	9375.0
274       	1.420088       	179.0              	71.0                   	21017.0 	9915.0
275       	1.420088       	184.0              	66.0                   	21184.0 	8768.0
276       	1.420088       	191.0              	57.0                   	22184.0 	8634.0
277       	1.420088       	161.0              	88.0                   	20991.0 	13291.0
278       	1.420088       	184.0              	66.0                   	22651.0 	10498.0
279       	1.420088       	167.0              	82.0                   	19834.0 	10697.0
280       	1.420088       	177.0              	72.0                   	21327.0 	10063.0
281       	1.420088       	165.0              	84.0                   	20546.0 	11545.0
282       	1.420088       	179.0              	70.0                   	20193.0 	9553.0
283       	1.420088       	166.0              	84.0                   	19938.0 	11475.0
284       	1.420088       	184.0              	65.0                   	22022.0 	8923.0
285       	1.420088       	176.0              	72.0                   	20297.0 	9829.0
286       	1.420088       	177.0              	72.0                   	19764.0 	8862.0
287       	1.420088       	185.0              	64.0                   	21288.0 	9072.0
288       	1.420088       	173.0              	76.0                   	21062.0 	10885.0
289       	1.420088       	183.0              	66.0                   	21758.0 	9315.0
290       	1.420088       	172.0              	75.0                   	21846.0 	12194.0
291       	1.420088       	173.0              	77.0                   	19725.0 	10588.0
292       	1.420088       	172.0              	77.0                   	20297.0 	10459.0
293       	1.420088       	180.0              	70.0                   	20274.0 	9368.0
294       	1.420088       	186.0              	63.0                   	20140.0 	7791.0
295       	1.420088       	180.0              	69.0                   	20715.0 	9650.0
296       	1.420088       	175.0              	75.0                   	20143.0 	9590.0
297       	1.420088       	173.0              	77.0                   	19286.0 	9610.0
298       	1.420088       	177.0              	73.0                   	18832.0 	8654.0
299       	1.420088       	182.0              	68.0                   	19209.0 	7464.0
