Iteration	Global Fitness	Arrived Vehicles	Non Arrived Vehicles	Trip Time	Waiting Time
33        	1.408525       	173.0              	75.0                   	18678.0 	8710.0
34        	1.408525       	182.0              	68.0                   	21007.0 	8581.0
35        	1.408525       	192.0              	57.0                   	21136.0 	7815.0
36        	1.408525       	174.0              	76.0                   	21603.0 	10536.0
37        	1.293063       	198.0              	50.0                   	19853.0 	6204.0
38        	1.293063       	184.0              	65.0                   	21486.0 	8852.0
39        	1.293063       	184.0              	65.0                   	20867.0 	8378.0
40        	1.293063       	176.0              	74.0                   	20520.0 	9657.0
41        	1.293063       	170.0              	76.0                   	20813.0 	10638.0
42        	1.293063       	178.0              	71.0                   	18410.0 	7262.0
43        	1.293063       	198.0              	51.0                   	19667.0 	6130.0
44        	1.293063       	189.0              	61.0                   	20664.0 	8161.0
45        	1.293063       	175.0              	75.0                   	19421.0 	9209.0
46        	1.293063       	181.0              	69.0                   	19781.0 	8656.0
47        	1.293063       	174.0              	75.0                   	18428.0 	9290.0
48        	1.293063       	178.0              	71.0                   	19366.0 	7939.0
49        	1.293063       	175.0              	75.0                   	20726.0 	9198.0
50        	1.293063       	183.0              	67.0                   	20761.0 	9723.0
51        	1.293063       	194.0              	54.0                   	20057.0 	6413.0
52        	1.293063       	191.0              	58.0                   	18576.0 	6604.0
53        	1.293063       	175.0              	74.0                   	19463.0 	8784.0
54        	1.293063       	191.0              	59.0                   	20854.0 	7838.0
55        	1.293063       	183.0              	65.0                   	20920.0 	8257.0
56        	1.293063       	171.0              	79.0                   	20727.0 	10527.0
57        	1.293063       	176.0              	73.0                   	20115.0 	9185.0
58        	1.293063       	186.0              	63.0                   	21487.0 	8980.0
59        	1.293063       	193.0              	56.0                   	21147.0 	7375.0
60        	1.293063       	174.0              	76.0                   	20052.0 	9909.0
61        	1.293063       	190.0              	59.0                   	19796.0 	7111.0
62        	1.293063       	185.0              	65.0                   	19646.0 	7134.0
63        	1.293063       	193.0              	56.0                   	21157.0 	7176.0
64        	1.293063       	180.0              	69.0                   	18821.0 	7854.0
65        	1.293063       	176.0              	73.0                   	20035.0 	9335.0
66        	1.293063       	189.0              	60.0                   	20755.0 	7733.0
67        	1.293063       	182.0              	68.0                   	19437.0 	7193.0
68        	1.293063       	177.0              	72.0                   	19498.0 	8009.0
69        	1.293063       	183.0              	67.0                   	21784.0 	9487.0
70        	1.293063       	198.0              	52.0                   	19817.0 	5629.0
71        	1.293063       	197.0              	53.0                   	20857.0 	6510.0
72        	1.293063       	181.0              	68.0                   	20986.0 	9588.0
73        	1.293063       	182.0              	68.0                   	20410.0 	8636.0
74        	1.293063       	190.0              	60.0                   	19608.0 	6738.0
75        	1.293063       	174.0              	75.0                   	19717.0 	8618.0
76        	1.270351       	195.0              	53.0                   	17492.0 	4673.0
77        	1.270351       	185.0              	64.0                   	19545.0 	7235.0
78        	1.270351       	176.0              	74.0                   	18436.0 	7595.0
79        	1.270351       	186.0              	62.0                   	18285.0 	6324.0
80        	1.270351       	188.0              	61.0                   	20914.0 	8196.0
81        	1.270351       	180.0              	69.0                   	20108.0 	8328.0
82        	1.270351       	181.0              	67.0                   	20713.0 	8771.0
83        	1.270351       	192.0              	57.0                   	20278.0 	6934.0
84        	1.270351       	193.0              	56.0                   	19558.0 	5950.0
85        	1.270351       	189.0              	61.0                   	21480.0 	8352.0
86        	1.270351       	188.0              	62.0                   	22477.0 	9220.0
87        	1.270351       	184.0              	64.0                   	20556.0 	8462.0
88        	1.270351       	200.0              	49.0                   	20740.0 	6518.0
89        	1.270351       	179.0              	70.0                   	19851.0 	8356.0
90        	1.270351       	184.0              	65.0                   	20534.0 	8209.0
91        	1.270351       	187.0              	63.0                   	18510.0 	6168.0
92        	1.270351       	195.0              	54.0                   	19409.0 	5978.0
93        	1.270351       	184.0              	65.0                   	18647.0 	6979.0
94        	1.270351       	177.0              	73.0                   	19222.0 	7711.0
95        	1.270351       	183.0              	67.0                   	19150.0 	6899.0
96        	1.270351       	188.0              	62.0                   	20982.0 	8468.0
97        	1.270351       	187.0              	60.0                   	21925.0 	8677.0
98        	1.270351       	169.0              	81.0                   	21313.0 	11496.0
99        	1.270351       	187.0              	63.0                   	21358.0 	8844.0
100       	1.270351       	181.0              	69.0                   	19407.0 	7311.0
101       	1.270351       	175.0              	73.0                   	17673.0 	8678.0
102       	1.270351       	183.0              	66.0                   	20733.0 	8502.0
103       	1.270351       	186.0              	61.0                   	21688.0 	9447.0
104       	1.270351       	190.0              	60.0                   	19036.0 	6685.0
105       	1.270351       	185.0              	64.0                   	18608.0 	7443.0
106       	1.270351       	188.0              	62.0                   	19265.0 	6079.0
107       	1.270351       	186.0              	64.0                   	19247.0 	7515.0
108       	1.270351       	187.0              	62.0                   	19846.0 	8036.0
109       	1.270351       	192.0              	58.0                   	19892.0 	6180.0
110       	1.270351       	187.0              	60.0                   	20302.0 	8253.0
111       	1.270351       	186.0              	64.0                   	20102.0 	7617.0
112       	1.142363       	206.0              	43.0                   	21039.0 	6268.0
113       	1.142363       	171.0              	79.0                   	20132.0 	10903.0
114       	1.142363       	187.0              	61.0                   	19107.0 	7285.0
115       	1.142363       	196.0              	52.0                   	20852.0 	7340.0
116       	1.142363       	194.0              	54.0                   	20091.0 	6781.0
117       	1.142363       	187.0              	63.0                   	20123.0 	7003.0
118       	1.142363       	190.0              	59.0                   	19965.0 	6339.0
119       	1.142363       	188.0              	62.0                   	18838.0 	6655.0
120       	1.142363       	171.0              	78.0                   	19041.0 	9467.0
121       	1.142363       	178.0              	72.0                   	19794.0 	9143.0
122       	1.142363       	190.0              	60.0                   	20660.0 	7843.0
123       	1.142363       	176.0              	73.0                   	19183.0 	9357.0
124       	1.142363       	179.0              	71.0                   	19718.0 	10797.0
125       	1.142363       	186.0              	64.0                   	20483.0 	8218.0
126       	1.142363       	178.0              	71.0                   	20120.0 	8535.0
127       	1.142363       	184.0              	66.0                   	20390.0 	8111.0
128       	1.142363       	202.0              	48.0                   	20677.0 	6037.0
129       	1.142363       	187.0              	61.0                   	20495.0 	7793.0
130       	1.142363       	180.0              	70.0                   	21006.0 	10171.0
131       	1.142363       	187.0              	62.0                   	21812.0 	8510.0
132       	1.142363       	191.0              	58.0                   	20124.0 	6677.0
133       	1.142363       	171.0              	79.0                   	20480.0 	11283.0
134       	1.142363       	172.0              	78.0                   	20580.0 	10886.0
135       	1.142363       	174.0              	76.0                   	20521.0 	10032.0
136       	1.142363       	168.0              	82.0                   	19053.0 	9364.0
137       	1.142363       	190.0              	58.0                   	21439.0 	8321.0
138       	1.142363       	189.0              	60.0                   	18754.0 	6752.0
139       	1.142363       	168.0              	79.0                   	20277.0 	11380.0
140       	1.142363       	180.0              	69.0                   	19379.0 	8110.0
141       	1.142363       	176.0              	72.0                   	20136.0 	9625.0
142       	1.142363       	173.0              	75.0                   	21677.0 	10792.0
143       	1.142363       	184.0              	65.0                   	21912.0 	9554.0
144       	1.142363       	190.0              	60.0                   	21728.0 	8844.0
145       	1.142363       	187.0              	63.0                   	20051.0 	7916.0
146       	1.142363       	192.0              	58.0                   	22439.0 	8526.0
147       	1.142363       	186.0              	63.0                   	22536.0 	9720.0
148       	1.142363       	191.0              	59.0                   	19920.0 	6776.0
149       	1.142363       	183.0              	67.0                   	21631.0 	9060.0
150       	1.142363       	185.0              	64.0                   	21777.0 	9035.0
151       	1.142363       	183.0              	66.0                   	19445.0 	8024.0
152       	1.142363       	183.0              	65.0                   	21525.0 	9103.0
153       	1.142363       	177.0              	72.0                   	19476.0 	9715.0
154       	1.142363       	187.0              	61.0                   	18995.0 	7035.0
155       	1.142363       	191.0              	58.0                   	21446.0 	7732.0
156       	1.142363       	190.0              	59.0                   	22260.0 	9546.0
157       	1.142363       	191.0              	59.0                   	20709.0 	8019.0
158       	1.142363       	186.0              	64.0                   	19526.0 	7819.0
159       	1.142363       	184.0              	66.0                   	19671.0 	8300.0
160       	1.142363       	175.0              	74.0                   	21041.0 	10887.0
161       	1.142363       	178.0              	72.0                   	18555.0 	8689.0
162       	1.142363       	161.0              	88.0                   	20230.0 	13556.0
163       	1.142363       	188.0              	61.0                   	20338.0 	7355.0
164       	1.142363       	174.0              	76.0                   	20240.0 	9141.0
165       	1.142363       	183.0              	67.0                   	20937.0 	9246.0
166       	1.142363       	184.0              	66.0                   	19338.0 	8258.0
167       	1.142363       	195.0              	53.0                   	19949.0 	6215.0
168       	1.142363       	174.0              	76.0                   	18413.0 	9350.0
169       	1.142363       	191.0              	59.0                   	20276.0 	7270.0
170       	1.142363       	177.0              	73.0                   	19721.0 	8546.0
171       	1.142363       	191.0              	59.0                   	20090.0 	7287.0
172       	1.142363       	177.0              	72.0                   	19262.0 	8730.0
173       	1.142363       	191.0              	59.0                   	21152.0 	7786.0
174       	1.142363       	185.0              	65.0                   	19106.0 	7657.0
175       	1.142363       	197.0              	53.0                   	21221.0 	7446.0
176       	1.142363       	186.0              	63.0                   	19222.0 	6884.0
177       	1.142363       	192.0              	58.0                   	21151.0 	8009.0
178       	1.142363       	185.0              	65.0                   	19607.0 	8243.0
179       	1.142363       	197.0              	51.0                   	19815.0 	6117.0
180       	1.142363       	175.0              	75.0                   	19685.0 	9522.0
181       	1.142363       	190.0              	60.0                   	19050.0 	6509.0
182       	1.142363       	186.0              	62.0                   	19325.0 	8251.0
183       	1.142363       	189.0              	60.0                   	19389.0 	6939.0
184       	1.142363       	177.0              	72.0                   	18546.0 	9527.0
185       	1.142363       	169.0              	80.0                   	18651.0 	9996.0
186       	1.142363       	188.0              	61.0                   	19822.0 	7291.0
187       	1.142363       	190.0              	59.0                   	20461.0 	7555.0
188       	1.142363       	187.0              	62.0                   	18830.0 	6824.0
189       	1.142363       	178.0              	72.0                   	20016.0 	9915.0
190       	1.142363       	179.0              	71.0                   	20018.0 	9613.0
191       	1.142363       	191.0              	58.0                   	20368.0 	6887.0
192       	1.142363       	181.0              	67.0                   	20872.0 	9362.0
193       	1.142363       	188.0              	61.0                   	19483.0 	6655.0
194       	1.142363       	178.0              	72.0                   	20887.0 	10290.0
195       	1.142363       	183.0              	67.0                   	19558.0 	7635.0
196       	1.142363       	184.0              	64.0                   	21579.0 	9798.0
197       	1.142363       	190.0              	59.0                   	21014.0 	7780.0
198       	1.142363       	189.0              	61.0                   	20009.0 	7470.0
199       	1.142363       	177.0              	73.0                   	20174.0 	9137.0
200       	1.142363       	182.0              	66.0                   	19616.0 	8612.0
201       	1.142363       	174.0              	74.0                   	21264.0 	9977.0
202       	1.142363       	181.0              	68.0                   	19511.0 	7892.0
203       	1.142363       	193.0              	57.0                   	21163.0 	7191.0
204       	1.142363       	182.0              	67.0                   	22446.0 	10033.0
205       	1.142363       	176.0              	71.0                   	20381.0 	9166.0
206       	1.142363       	192.0              	57.0                   	21492.0 	8594.0
207       	1.142363       	195.0              	54.0                   	22879.0 	8900.0
208       	1.142363       	176.0              	73.0                   	19797.0 	9151.0
209       	1.142363       	183.0              	67.0                   	20658.0 	9200.0
210       	1.142363       	187.0              	63.0                   	20854.0 	9304.0
211       	1.142363       	198.0              	52.0                   	21265.0 	6570.0
212       	1.142363       	191.0              	59.0                   	21991.0 	8574.0
213       	1.142363       	178.0              	72.0                   	20721.0 	9764.0
214       	1.142363       	174.0              	75.0                   	20319.0 	9704.0
215       	1.142363       	193.0              	56.0                   	21003.0 	7844.0
216       	1.142363       	174.0              	75.0                   	21736.0 	12619.0
217       	1.142363       	193.0              	56.0                   	20804.0 	7095.0
218       	1.142363       	182.0              	68.0                   	18836.0 	7123.0
219       	1.142363       	176.0              	73.0                   	19719.0 	9236.0
220       	1.142363       	164.0              	85.0                   	16595.0 	9671.0
221       	1.142363       	186.0              	63.0                   	20146.0 	7761.0
222       	1.142363       	171.0              	79.0                   	22134.0 	11529.0
223       	1.142363       	193.0              	53.0                   	20146.0 	6663.0
224       	1.142363       	176.0              	73.0                   	19920.0 	9569.0
225       	1.142363       	178.0              	71.0                   	21405.0 	10165.0
226       	1.142363       	183.0              	67.0                   	21046.0 	9337.0
227       	1.142363       	178.0              	71.0                   	18807.0 	9107.0
228       	1.142363       	190.0              	59.0                   	21377.0 	8050.0
229       	1.142363       	187.0              	62.0                   	20168.0 	8051.0
230       	1.142363       	184.0              	66.0                   	20840.0 	9149.0
231       	1.142363       	189.0              	61.0                   	20977.0 	8662.0
232       	1.142363       	181.0              	67.0                   	22140.0 	11033.0
233       	1.142363       	183.0              	66.0                   	20185.0 	8604.0
234       	1.142363       	183.0              	67.0                   	20660.0 	8282.0
235       	1.142363       	193.0              	57.0                   	19846.0 	6617.0
236       	1.142363       	174.0              	74.0                   	18619.0 	9079.0
237       	1.142363       	182.0              	68.0                   	20841.0 	8861.0
238       	1.142363       	190.0              	59.0                   	18425.0 	7098.0
239       	1.142363       	190.0              	60.0                   	19436.0 	6316.0
240       	1.142363       	187.0              	62.0                   	21110.0 	9085.0
241       	1.142363       	191.0              	59.0                   	20413.0 	7767.0
242       	1.142363       	180.0              	70.0                   	20997.0 	9049.0
243       	1.142363       	184.0              	66.0                   	22150.0 	9392.0
244       	1.142363       	170.0              	79.0                   	20164.0 	10804.0
245       	1.142363       	175.0              	73.0                   	19551.0 	9215.0
246       	1.142363       	174.0              	75.0                   	17671.0 	7186.0
247       	1.142363       	199.0              	50.0                   	19698.0 	5993.0
248       	1.142363       	193.0              	56.0                   	20408.0 	7547.0
249       	1.142363       	191.0              	58.0                   	18720.0 	6063.0
250       	1.142363       	177.0              	73.0                   	20717.0 	8963.0
251       	1.142363       	191.0              	59.0                   	20649.0 	7653.0
252       	1.142363       	176.0              	73.0                   	18740.0 	8792.0
253       	1.142363       	191.0              	59.0                   	21589.0 	8363.0
254       	1.142363       	183.0              	67.0                   	18899.0 	7012.0
255       	1.142363       	198.0              	52.0                   	20469.0 	6713.0
256       	1.142363       	182.0              	66.0                   	18942.0 	7230.0
257       	1.142363       	189.0              	61.0                   	20246.0 	6999.0
258       	1.142363       	173.0              	77.0                   	18608.0 	8719.0
259       	1.142363       	188.0              	61.0                   	20468.0 	7854.0
260       	1.142363       	179.0              	71.0                   	20588.0 	9003.0
261       	1.142363       	177.0              	73.0                   	19012.0 	9078.0
262       	1.142363       	165.0              	85.0                   	17499.0 	10083.0
263       	1.142363       	178.0              	70.0                   	19280.0 	9195.0
264       	1.142363       	195.0              	54.0                   	21981.0 	8067.0
265       	1.142363       	169.0              	81.0                   	19837.0 	11496.0
266       	1.142363       	187.0              	63.0                   	21085.0 	7426.0
267       	1.142363       	182.0              	66.0                   	19472.0 	8024.0
268       	1.142363       	196.0              	53.0                   	21082.0 	7209.0
269       	1.142363       	177.0              	73.0                   	21497.0 	10144.0
270       	1.142363       	181.0              	68.0                   	20523.0 	9610.0
271       	1.142363       	176.0              	73.0                   	20220.0 	9399.0
272       	1.142363       	199.0              	50.0                   	22071.0 	7537.0
273       	1.142363       	184.0              	65.0                   	19105.0 	8375.0
274       	1.142363       	194.0              	56.0                   	21682.0 	8376.0
275       	1.142363       	179.0              	71.0                   	20655.0 	9427.0
276       	1.142363       	183.0              	66.0                   	19123.0 	7625.0
277       	1.142363       	186.0              	62.0                   	19888.0 	7591.0
278       	1.142363       	183.0              	66.0                   	20531.0 	8278.0
279       	1.142363       	191.0              	59.0                   	19549.0 	6900.0
280       	1.142363       	180.0              	70.0                   	18913.0 	8023.0
281       	1.142363       	170.0              	79.0                   	20208.0 	10714.0
282       	1.142363       	194.0              	54.0                   	21603.0 	8143.0
283       	1.142363       	186.0              	64.0                   	21962.0 	9151.0
284       	1.142363       	186.0              	64.0                   	20150.0 	8017.0
285       	1.142363       	167.0              	82.0                   	19252.0 	9910.0
286       	1.142363       	190.0              	60.0                   	19008.0 	6456.0
287       	1.142363       	187.0              	63.0                   	20116.0 	7441.0
288       	1.142363       	181.0              	69.0                   	22549.0 	10818.0
289       	1.142363       	185.0              	65.0                   	18307.0 	6395.0
290       	1.142363       	191.0              	59.0                   	23273.0 	9447.0
291       	1.142363       	174.0              	76.0                   	21819.0 	10400.0
292       	1.142363       	177.0              	72.0                   	19291.0 	8131.0
293       	1.142363       	182.0              	68.0                   	19602.0 	8317.0
294       	1.142363       	193.0              	57.0                   	20242.0 	7507.0
295       	1.142363       	184.0              	66.0                   	19144.0 	7243.0
296       	1.142363       	169.0              	81.0                   	20118.0 	11964.0
297       	1.142363       	185.0              	65.0                   	20148.0 	8588.0
298       	1.142363       	187.0              	63.0                   	19486.0 	7430.0
299       	1.142363       	190.0              	59.0                   	18675.0 	6337.0
