-------------------------Independent Run 1-------------------------
Iteration 0
      ,20,10,26
      ,34,15,22,12
      ,16,19,34
      ,36,25,17
      ,16,10,30

Iteration 10
      ,25,10,22
      ,40,10,31,10
      ,10,10,40
      ,40,18,21
      ,19,10,37

Iteration 20
      ,27,10,22
      ,38,10,30,10
      ,10,10,40
      ,40,19,21
      ,16,10,37

Iteration 30
      ,27,10,21
      ,38,10,31,10
      ,10,10,40
      ,40,20,21
      ,19,10,37

-------------------------Independent Run 2-------------------------
Iteration 0
      ,35,24,22
      ,22,23,11,10
      ,15,20,30
      ,25,16,20
      ,19,12,11

Iteration 10
      ,29,10,10
      ,40,10,33,10
      ,12,16,40
      ,30,16,10
      ,11,11,40

Iteration 20
      ,27,10,13
      ,40,11,35,10
      ,13,12,40
      ,17,10,10
      ,12,26,40

Iteration 30
      ,18,10,13
      ,40,12,36,10
      ,14,12,40
      ,23,10,10
      ,10,20,40

-------------------------Independent Run 3-------------------------
Iteration 0
      ,20,14,32
      ,36,12,15,13
      ,22,35,10
      ,27,32,32
      ,30,17,20

Iteration 10
      ,26,19,25
      ,40,11,18,14
      ,20,26,12
      ,33,34,24
      ,28,12,25

Iteration 20
      ,17,12,27
      ,40,10,24,10
      ,22,21,10
      ,40,35,35
      ,30,10,36

Iteration 30
      ,17,10,35
      ,40,10,29,10
      ,15,17,10
      ,40,39,28
      ,27,10,34

-------------------------Independent Run 4-------------------------
Iteration 0
      ,17,27,15
      ,18,13,23,34
      ,25,10,11
      ,30,25,29
      ,31,23,34

Iteration 10
      ,31,10,33
      ,40,39,40,21
      ,40,19,20
      ,39,33,11
      ,10,10,37

Iteration 20
      ,10,10,35
      ,22,10,33,10
      ,40,40,36
      ,18,32,27
      ,22,12,40

Iteration 30
      ,10,10,18
      ,26,10,22,10
      ,40,40,40
      ,20,40,16
      ,21,15,40

