40	fitness	0.41264001908622044	0.025828420514493255
40	global_fitness	0.3456672421345564	N/A
40	arrived_vehicles	383.7	3.8999999999999995
40	non_arrived_vehicles	16.3	3.9
40	total_trip_time	36313.3	557.7974632427079
40	total_wait_time	16219.1	717.1869282132797
41	fitness	0.43444648458019774	0.050712788173792905
41	global_fitness	0.3456672421345564	N/A
41	arrived_vehicles	380.1	7.6216796049164905
41	non_arrived_vehicles	19.6	6.843975452907469
41	total_trip_time	36207.1	798.4832434058964
41	total_wait_time	16500.3	1208.1864135968422
42	fitness	0.40453401436512015	0.032230562945591595
42	global_fitness	0.3456672421345564	N/A
42	arrived_vehicles	384.6	4.176122603564219
42	non_arrived_vehicles	15.4	4.17612260356422
42	total_trip_time	36110.5	1042.625651900048
42	total_wait_time	15940.6	1193.0218103622415
43	fitness	0.4073713504890952	0.02268788330756488
43	global_fitness	0.3456672421345564	N/A
43	arrived_vehicles	383.7	2.8653097563788803
43	non_arrived_vehicles	16.3	2.8653097563788803
43	total_trip_time	35937.3	811.4683049879397
43	total_wait_time	15846.6	852.210678177644
44	fitness	0.42317069267846924	0.043597006383470534
44	global_fitness	0.3456672421345564	N/A
44	arrived_vehicles	381.0	6.841052550594828
44	non_arrived_vehicles	19.0	6.841052550594828
44	total_trip_time	35692.9	897.4274845356587
44	total_wait_time	16037.1	935.8904262786322
45	fitness	0.4056962807057231	0.02898352214659836
45	global_fitness	0.3456672421345564	N/A
45	arrived_vehicles	383.4	4.454211490264017
45	non_arrived_vehicles	16.6	4.454211490264017
45	total_trip_time	35595.4	611.0159081398782
45	total_wait_time	15652.6	772.5261419524908
46	fitness	0.4021742758360388	0.026140449555043545
46	global_fitness	0.3456672421345564	N/A
46	arrived_vehicles	384.3	3.661966684720111
46	non_arrived_vehicles	15.7	3.661966684720111
46	total_trip_time	35821.8	1072.594126405697
46	total_wait_time	15665.5	967.0176058376601
47	fitness	0.4151332255309034	0.025231584832711314
47	global_fitness	0.3456672421345564	N/A
47	arrived_vehicles	382.4	3.4698703145794947
47	non_arrived_vehicles	17.6	3.4698703145794942
47	total_trip_time	35870.5	745.0145300596492
47	total_wait_time	15977.4	776.2486972613867
48	fitness	0.4142275012543144	0.022457761198393975
48	global_fitness	0.3456672421345564	N/A
48	arrived_vehicles	382.7	3.55105618091294
48	non_arrived_vehicles	17.3	3.551056180912941
48	total_trip_time	35971.4	764.7232440563057
48	total_wait_time	15995.2	622.9797428488346
49	fitness	0.44186406692209956	0.05649522049397504
49	global_fitness	0.3456672421345564	N/A
49	arrived_vehicles	379.4	8.662563131083086
49	non_arrived_vehicles	20.5	8.40535543567314
49	total_trip_time	36283.8	897.6999275927341
49	total_wait_time	16743.4	1188.6548027076658
50	fitness	0.414575066968841	0.015822787847923254
50	global_fitness	0.3456672421345564	N/A
50	arrived_vehicles	382.9	2.118962010041709
50	non_arrived_vehicles	17.1	2.118962010041709
50	total_trip_time	36140.0	1095.0145204516696
50	total_wait_time	16077.9	794.5718910205671
51	fitness	0.4288679887555841	0.035787193151032695
51	global_fitness	0.3456672421345564	N/A
51	arrived_vehicles	382.0	5.019960159204453
51	non_arrived_vehicles	18.0	5.019960159204453
51	total_trip_time	36738.0	1006.7857766178463
51	total_wait_time	16725.5	1060.9274480378006
52	fitness	0.43057881860613634	0.039810773411441826
52	global_fitness	0.3456672421345564	N/A
52	arrived_vehicles	380.8	6.675327707311455
52	non_arrived_vehicles	19.0	6.115553940568262
52	total_trip_time	36212.1	829.4700054854305
52	total_wait_time	16549.7	769.0256237603529
53	fitness	0.4632125624675327	0.07413952857135787
53	global_fitness	0.3456672421345564	N/A
53	arrived_vehicles	376.0	11.64474130240771
53	non_arrived_vehicles	23.8	11.22319027727856
53	total_trip_time	35963.5	958.1331066193256
53	total_wait_time	17049.0	1134.5268617357633
54	fitness	0.4157632006257752	0.019142406728512314
54	global_fitness	0.3456672421345564	N/A
54	arrived_vehicles	383.0	3.4641016151377544
54	non_arrived_vehicles	17.0	3.4641016151377544
54	total_trip_time	36179.6	581.6408169996325
54	total_wait_time	16264.8	363.9557115913968
55	fitness	0.40513116600240623	0.030941688257819323
55	global_fitness	0.3456672421345564	N/A
55	arrived_vehicles	384.7	4.290687590584986
55	non_arrived_vehicles	15.3	4.290687590584987
55	total_trip_time	36251.1	751.8779754720841
55	total_wait_time	15965.8	871.2129246056901
56	fitness	0.42994260002013285	0.08630858753415076
56	global_fitness	0.3456672421345564	N/A
56	arrived_vehicles	381.5	13.298496155580901
56	non_arrived_vehicles	18.5	13.298496155580901
56	total_trip_time	36143.4	1470.1279672191804
56	total_wait_time	16423.9	1068.2512298144102
57	fitness	0.4193730231647703	0.018571578197962922
57	global_fitness	0.3456672421345564	N/A
57	arrived_vehicles	382.3	2.6095976701399777
57	non_arrived_vehicles	17.7	2.6095976701399777
57	total_trip_time	36201.5	490.35216936401946
57	total_wait_time	16209.3	587.1749398603451
58	fitness	0.40866010152937404	0.01721549611881947
58	global_fitness	0.3456672421345564	N/A
58	arrived_vehicles	383.9	1.7000000000000002
58	non_arrived_vehicles	16.1	1.7000000000000002
58	total_trip_time	36104.4	721.599085365274
58	total_wait_time	16054.4	755.196027531925
59	fitness	0.41774404676475935	0.02071051777964924
59	global_fitness	0.3456672421345564	N/A
59	arrived_vehicles	382.6	2.764054992217051
59	non_arrived_vehicles	17.4	2.7640549922170505
59	total_trip_time	36185.8	678.1511335978139
59	total_wait_time	16227.1	653.9629117924044
60	fitness	0.4221687363882484	0.0280428162354901
60	global_fitness	0.3456672421345564	N/A
