-------------------------Independent Run 1-------------------------
Iteration 0
      ,33,14,29
      ,15,31,18,31
      ,36,19,39
      ,21,14,10
      ,29,23,29

Iteration 10
      ,13,31,20
      ,38,20,32,10
      ,16,19,22
      ,28,39,40
      ,29,14,40

Iteration 20
      ,10,33,17
      ,40,10,28,10
      ,14,31,21
      ,40,37,40
      ,26,10,40

Iteration 30
      ,10,34,14
      ,40,10,30,10
      ,15,28,21
      ,40,38,40
      ,31,10,40

Iteration 40
      ,10,33,16
      ,38,10,31,10
      ,15,33,21
      ,40,36,40
      ,24,10,40

