Iteration	Metric	Mean	Std
0	fitness	5.325952186221575	1.0006842887874894
0	global_fitness	3.649246001630558	N/A
0	arrived_vehicles	242.1	24.14311496058452
0	non_arrived_vehicles	359.4	11.79152237838694
0	total_trip_time	29141.8	5666.901513172785
0	total_wait_time	96573.1	3475.878837071281
1	fitness	6.163706983228332	1.8753345402163544
1	global_fitness	3.649246001630558	N/A
1	arrived_vehicles	227.5	30.200165562460082
1	non_arrived_vehicles	354.0	20.36663938896155
1	total_trip_time	27710.9	5104.456630239893
1	total_wait_time	97146.5	6271.600310128189
2	fitness	6.157436493488967	1.7593320017754195
2	global_fitness	3.649246001630558	N/A
2	arrived_vehicles	225.4	27.000740730579967
2	non_arrived_vehicles	352.6	19.23642378406132
2	total_trip_time	26340.0	4380.270722227109
2	total_wait_time	96640.0	5364.234018012265
3	fitness	6.009355281259067	0.8880179223166421
3	global_fitness	3.649246001630558	N/A
3	arrived_vehicles	227.5	16.524224641416613
3	non_arrived_vehicles	363.5	16.794344286098223
3	total_trip_time	27765.2	4609.499968543226
3	total_wait_time	98509.0	3311.246985653592
4	fitness	6.225480994222715	1.2693707986080403
4	global_fitness	3.649246001630558	N/A
4	arrived_vehicles	224.4	20.60194165606727
4	non_arrived_vehicles	362.4	13.712767773137559
4	total_trip_time	27043.1	2942.088627149087
4	total_wait_time	98637.7	4262.100140775672
5	fitness	5.355851718207521	1.2567603659082691
5	global_fitness	3.649246001630558	N/A
5	arrived_vehicles	239.6	26.08141100477503
5	non_arrived_vehicles	348.1	13.011149065320865
5	total_trip_time	29321.4	5622.39977589641
5	total_wait_time	94395.9	4929.5616326403715
6	fitness	4.630007650753891	1.0847881417521537
6	global_fitness	2.9731279470464123	N/A
6	arrived_vehicles	256.8	27.039970414185
6	non_arrived_vehicles	343.2	13.013838787997953
6	total_trip_time	32649.3	3834.1750364322183
6	total_wait_time	91340.2	4355.9921900756435
7	fitness	5.3857866400500285	1.265645968414563
7	global_fitness	2.9731279470464123	N/A
7	arrived_vehicles	240.8	23.949112718428633
7	non_arrived_vehicles	356.9	16.79553512097784
7	total_trip_time	29424.8	4349.712491648154
7	total_wait_time	95049.9	5981.435688026747
8	fitness	5.072921796199814	1.5361795082607117
8	global_fitness	2.822853918168194	N/A
8	arrived_vehicles	249.6	35.4039545813741
8	non_arrived_vehicles	348.6	15.259095648169978
8	total_trip_time	30813.9	5789.59700583728
8	total_wait_time	92606.0	6549.470070165983
9	fitness	4.136556748883063	1.125889790062352
9	global_fitness	2.671209827226144	N/A
9	arrived_vehicles	272.8	34.08753437842051
9	non_arrived_vehicles	338.8	15.071828024496565
9	total_trip_time	34674.3	5751.434621900869
9	total_wait_time	89418.0	5657.371545161233
10	fitness	3.2080615646643933	1.2565586500552506
10	global_fitness	1.8958365512883522	N/A
10	arrived_vehicles	309.2	40.587682860690634
10	non_arrived_vehicles	327.2	21.88515478583599
10	total_trip_time	38863.3	7963.22058026776
10	total_wait_time	83065.4	8003.8839971603775
11	fitness	3.2866779623411375	0.5176520282331464
11	global_fitness	1.8958365512883522	N/A
11	arrived_vehicles	298.7	22.05017006737136
11	non_arrived_vehicles	338.8	14.48309359218534
11	total_trip_time	35089.9	3734.3889312710858
11	total_wait_time	84707.6	3501.0675286260903
12	fitness	2.9894307330690344	0.6089931613440654
12	global_fitness	1.8958365512883522	N/A
12	arrived_vehicles	315.0	26.574423794317724
12	non_arrived_vehicles	334.3	22.26229997102725
12	total_trip_time	39755.1	5965.909996806858
12	total_wait_time	82827.2	4988.489105931775
13	fitness	2.6968018047984703	0.4778294994171878
13	global_fitness	1.8958365512883522	N/A
13	arrived_vehicles	331.3	26.9
13	non_arrived_vehicles	329.8	19.213536894595958
13	total_trip_time	43755.4	5273.732230593434
13	total_wait_time	81702.9	4316.548863386119
14	fitness	2.974246091513149	1.0602031967757812
14	global_fitness	1.8958365512883522	N/A
14	arrived_vehicles	324.6	45.70820495272156
14	non_arrived_vehicles	334.6	23.508296407864183
14	total_trip_time	40860.3	7807.399990393729
14	total_wait_time	82759.5	8383.078721448344
15	fitness	3.2253677446912716	1.0843766094624598
15	global_fitness	1.8958365512883522	N/A
15	arrived_vehicles	310.7	42.527755642638844
15	non_arrived_vehicles	336.2	17.786511743453243
15	total_trip_time	38773.6	7401.1928795296235
15	total_wait_time	84475.5	6960.405049276946
16	fitness	2.6158727803863386	0.5555439538716916
16	global_fitness	1.597956719073456	N/A
16	arrived_vehicles	336.3	32.71100732169525
16	non_arrived_vehicles	326.5	18.980252896102307
16	total_trip_time	44264.5	6106.517325775798
16	total_wait_time	79955.9	5351.679165458258
17	fitness	3.4128034992294958	0.653195438468422
17	global_fitness	1.597956719073456	N/A
17	arrived_vehicles	296.6	27.648508097183107
17	non_arrived_vehicles	344.4	8.039900496896712
17	total_trip_time	35354.8	4207.741479701433
17	total_wait_time	85592.3	4868.444537015904
18	fitness	3.351206440277976	0.7628855229601533
18	global_fitness	1.597956719073456	N/A
18	arrived_vehicles	300.5	32.87628324491684
18	non_arrived_vehicles	340.0	11.949895397031725
18	total_trip_time	36755.0	6503.165782909121
18	total_wait_time	85560.5	5149.804797271446
19	fitness	3.362408168484868	0.6570747967650051
19	global_fitness	1.597956719073456	N/A
19	arrived_vehicles	298.7	27.502908937056095
19	non_arrived_vehicles	341.6	11.73200750084997
19	total_trip_time	36531.7	5282.558812734601
19	total_wait_time	85526.9	4430.021296788538
20	fitness	3.116384950795653	0.6075760566083317
20	global_fitness	1.597956719073456	N/A
20	arrived_vehicles	308.1	26.055517649818434
20	non_arrived_vehicles	336.4	10.384603988597735
20	total_trip_time	37543.3	4131.31986294937
20	total_wait_time	83634.9	4312.335526138939
21	fitness	3.1784344331201893	0.6190737085276924
21	global_fitness	1.597956719073456	N/A
21	arrived_vehicles	306.4	25.499803920814763
21	non_arrived_vehicles	340.7	15.79271984174987
21	total_trip_time	37630.6	5177.7331565077775
21	total_wait_time	84155.1	4198.346661484732
22	fitness	2.8508042099570376	0.608129381185923
22	global_fitness	1.597956719073456	N/A
22	arrived_vehicles	323.0	28.407745422683583
22	non_arrived_vehicles	334.5	15.213480864023197
22	total_trip_time	41421.1	5993.593687429939
22	total_wait_time	81386.3	4178.844362978837
23	fitness	3.1864301605894703	0.903798582231581
23	global_fitness	1.526381881376836	N/A
23	arrived_vehicles	313.4	44.22035730294363
23	non_arrived_vehicles	340.7	25.32212471338059
23	total_trip_time	40347.0	8855.42891112565
23	total_wait_time	84908.0	6687.675171537565
24	fitness	3.476878215809152	0.7137999119523039
24	global_fitness	1.526381881376836	N/A
24	arrived_vehicles	294.7	26.661020235542377
24	non_arrived_vehicles	341.9	13.765536676788159
24	total_trip_time	37202.0	4344.758543348526
24	total_wait_time	86298.1	4935.850108137402
25	fitness	3.9902716332302113	0.6385245680628739
25	global_fitness	1.526381881376836	N/A
25	arrived_vehicles	274.8	20.404901371974333
25	non_arrived_vehicles	351.6	15.21972404480449
25	total_trip_time	32398.3	4087.591761661137
25	total_wait_time	88880.0	4156.662050251379
26	fitness	3.613722969991153	0.9261522159466117
26	global_fitness	1.526381881376836	N/A
26	arrived_vehicles	290.8	32.28560050548851
26	non_arrived_vehicles	342.1	18.511888072263186
26	total_trip_time	35664.6	5877.686248856773
26	total_wait_time	86875.7	4866.1255440031555
27	fitness	2.505613221489542	0.36744122629751613
27	global_fitness	1.526381881376836	N/A
27	arrived_vehicles	340.3	22.751043932092433
27	non_arrived_vehicles	324.9	18.55505322007997
27	total_trip_time	44192.2	4646.5790383894255
27	total_wait_time	79862.6	4064.1954234509935
28	fitness	3.4981717916383217	1.3985287254716297
28	global_fitness	1.526381881376836	N/A
28	arrived_vehicles	302.4	48.386361714846885
28	non_arrived_vehicles	338.6	20.66978471102203
28	total_trip_time	36901.8	8352.650654732306
28	total_wait_time	85124.2	7327.8614315501345
29	fitness	2.53660542253941	0.39755105422257536
29	global_fitness	1.526381881376836	N/A
29	arrived_vehicles	339.7	23.36257691266098
29	non_arrived_vehicles	329.4	15.074481748969017
29	total_trip_time	43719.6	6051.234670709771
29	total_wait_time	80326.3	3803.819555394288
30	fitness	2.5914079964753154	0.6059722095471728
30	global_fitness	1.526381881376836	N/A
30	arrived_vehicles	336.3	34.49652156377509
30	non_arrived_vehicles	324.5	20.881810266353824
30	total_trip_time	42029.4	5814.057915088222
30	total_wait_time	79010.9	5859.478482766193
31	fitness	2.5024256089606514	0.5121587593940308
31	global_fitness	1.526381881376836	N/A
31	arrived_vehicles	341.1	34.66251577713309
31	non_arrived_vehicles	321.0	16.291101865742537
31	total_trip_time	42984.2	5718.625705534503
31	total_wait_time	79088.9	5202.528951385086
32	fitness	2.612425448653773	0.6979985191600891
32	global_fitness	1.526381881376836	N/A
32	arrived_vehicles	339.3	34.64116048864414
32	non_arrived_vehicles	332.6	16.206171663906314
32	total_trip_time	42531.7	5853.14563375968
32	total_wait_time	80583.4	5571.945121768519
33	fitness	2.3765964159518718	0.9762575568642121
33	global_fitness	1.526381881376836	N/A
33	arrived_vehicles	359.2	48.00374985352706
33	non_arrived_vehicles	317.2	28.63843571147
33	total_trip_time	47396.7	8527.917800377769
33	total_wait_time	76810.8	6996.780428168373
34	fitness	1.9688268858322657	0.26427936822754683
34	global_fitness	1.4660492178100895	N/A
