Iteration	Metric	Value
0	fitness	5.536068594104309e-07
0	global_fitness	5.536068594104309e-07
0	arrived_vehicles	1344
0	non_arrived_vehicles	416
0	total_trip_time	418107.0
0	total_wait_time	274076.0
1	fitness	5.080245010056345e-07
1	global_fitness	5.080245010056345e-07
1	arrived_vehicles	1403
1	non_arrived_vehicles	588
1	total_trip_time	508007.0
1	total_wait_time	342037.0
2	fitness	5.312412345196304e-07
2	global_fitness	5.080245010056345e-07
2	arrived_vehicles	1372
2	non_arrived_vehicles	583
2	total_trip_time	463273.0
2	total_wait_time	311720.0
3	fitness	4.849434749885554e-07
3	global_fitness	4.849434749885554e-07
3	arrived_vehicles	1436
3	non_arrived_vehicles	564
3	total_trip_time	464792.0
3	total_wait_time	302337.0
4	fitness	4.652989359543933e-07
4	global_fitness	4.652989359543933e-07
4	arrived_vehicles	1466
4	non_arrived_vehicles	515
4	total_trip_time	508442.0
4	total_wait_time	342368.0
5	fitness	4.056959714390036e-07
5	global_fitness	4.056959714390036e-07
5	arrived_vehicles	1570
5	non_arrived_vehicles	503
5	total_trip_time	495206.0
5	total_wait_time	309301.0
6	fitness	4.0007025233631027e-07
6	global_fitness	4.0007025233631027e-07
6	arrived_vehicles	1581
6	non_arrived_vehicles	565
6	total_trip_time	499785.0
6	total_wait_time	317317.0
7	fitness	3.501277966457757e-07
7	global_fitness	3.501277966457757e-07
7	arrived_vehicles	1690
7	non_arrived_vehicles	579
7	total_trip_time	537324.0
7	total_wait_time	329857.0
8	fitness	3.6377340699987343e-07
8	global_fitness	3.501277966457757e-07
8	arrived_vehicles	1658
8	non_arrived_vehicles	508
8	total_trip_time	505050.0
8	total_wait_time	307370.0
9	fitness	3.8010037690753377e-07
9	global_fitness	3.501277966457757e-07
9	arrived_vehicles	1622
9	non_arrived_vehicles	516
9	total_trip_time	530475.0
9	total_wait_time	338307.0
10	fitness	3.8245466286812694e-07
10	global_fitness	3.501277966457757e-07
10	arrived_vehicles	1617
10	non_arrived_vehicles	530
10	total_trip_time	485334.0
10	total_wait_time	297448.0
11	fitness	3.1490865759477807e-07
11	global_fitness	3.1490865759477807e-07
11	arrived_vehicles	1782
11	non_arrived_vehicles	525
11	total_trip_time	531168.0
11	total_wait_time	317038.0
12	fitness	3.6465261733062617e-07
12	global_fitness	3.1490865759477807e-07
12	arrived_vehicles	1656
12	non_arrived_vehicles	560
12	total_trip_time	505481.0
12	total_wait_time	306614.0
13	fitness	3.0625535755466124e-07
13	global_fitness	3.0625535755466124e-07
13	arrived_vehicles	1807
13	non_arrived_vehicles	535
13	total_trip_time	509911.0
13	total_wait_time	292030.0
14	fitness	3.0659460467078484e-07
14	global_fitness	3.0625535755466124e-07
14	arrived_vehicles	1806
14	non_arrived_vehicles	527
14	total_trip_time	523220.0
14	total_wait_time	309932.0
15	fitness	3.220981213949168e-07
15	global_fitness	3.0625535755466124e-07
15	arrived_vehicles	1762
15	non_arrived_vehicles	554
15	total_trip_time	542454.0
15	total_wait_time	321845.0
16	fitness	3.1244912937612343e-07
16	global_fitness	3.0625535755466124e-07
16	arrived_vehicles	1789
16	non_arrived_vehicles	545
16	total_trip_time	525989.0
16	total_wait_time	307056.0
17	fitness	3.1244912937612343e-07
17	global_fitness	3.0625535755466124e-07
17	arrived_vehicles	1789
17	non_arrived_vehicles	544
17	total_trip_time	537409.0
17	total_wait_time	312113.0
18	fitness	3.052409877598364e-07
18	global_fitness	3.052409877598364e-07
18	arrived_vehicles	1810
18	non_arrived_vehicles	526
18	total_trip_time	529176.0
18	total_wait_time	307104.0
19	fitness	3.0057325330871036e-07
19	global_fitness	3.0057325330871036e-07
19	arrived_vehicles	1824
19	non_arrived_vehicles	532
19	total_trip_time	503399.0
19	total_wait_time	287182.0
20	fitness	3.0659460467078484e-07
20	global_fitness	3.0057325330871036e-07
20	arrived_vehicles	1806
20	non_arrived_vehicles	542
20	total_trip_time	529676.0
20	total_wait_time	308295.0
21	fitness	3.0222793365855075e-07
21	global_fitness	3.0057325330871036e-07
21	arrived_vehicles	1819
21	non_arrived_vehicles	544
21	total_trip_time	514919.0
21	total_wait_time	297023.0
22	fitness	2.986055122577563e-07
22	global_fitness	2.986055122577563e-07
22	arrived_vehicles	1830
22	non_arrived_vehicles	547
22	total_trip_time	533185.0
22	total_wait_time	306944.0
23	fitness	3.0256050907621017e-07
23	global_fitness	2.986055122577563e-07
23	arrived_vehicles	1818
23	non_arrived_vehicles	562
23	total_trip_time	520039.0
23	total_wait_time	299250.0
24	fitness	3.045675384607888e-07
24	global_fitness	2.986055122577563e-07
24	arrived_vehicles	1812
24	non_arrived_vehicles	516
24	total_trip_time	514646.0
24	total_wait_time	293576.0
25	fitness	2.9991518398596874e-07
25	global_fitness	2.986055122577563e-07
25	arrived_vehicles	1826
25	non_arrived_vehicles	552
25	total_trip_time	514943.0
25	total_wait_time	290951.0
26	fitness	3.079572456796678e-07
