-------------------------Independent Run 1-------------------------
Iteration 0
      ,24,25
      ,32,38
      ,11,14
      ,34,38,17,19
      ,36,22
      ,18,34
      ,17,22
      ,29,26
      ,12,10,35
      ,32,35,26,34
      ,19,23
      ,33,13
      ,19,13,23,39
      ,14,21

Iteration 25
      ,10,10
      ,40,40
      ,40,10
      ,40,24,10,15
      ,10,10
      ,40,10
      ,40,10
      ,40,39
      ,13,10,10
      ,10,10,16,10
      ,10,32
      ,25,10
      ,40,10,10,40
      ,40,40

Iteration 50
      ,14,12
      ,40,40
      ,40,10
      ,40,23,10,27
      ,10,10
      ,37,10
      ,40,10
      ,40,36
      ,16,10,10
      ,10,10,22,10
      ,10,33
      ,28,10
      ,40,10,10,40
      ,40,40

Iteration 75
      ,13,11
      ,40,40
      ,40,10
      ,40,23,10,19
      ,10,10
      ,39,10
      ,40,10
      ,40,35
      ,16,10,10
      ,10,10,22,10
      ,10,35
      ,26,10
      ,40,10,10,40
      ,40,40

Iteration 100
      ,13,12
      ,40,40
      ,40,10
      ,40,18,10,18
      ,10,10
      ,40,10
      ,40,10
      ,40,37
      ,17,10,10
      ,10,10,21,10
      ,10,29
      ,25,10
      ,40,10,10,40
      ,40,40

-------------------------Independent Run 2-------------------------
Iteration 0
      ,36,19
      ,35,23
      ,21,30
      ,39,33,27,13
      ,32,33
      ,22,20
      ,15,39
      ,15,24
      ,15,33,28
      ,14,13,12,10
      ,35,34
      ,21,12
      ,18,23,26,24
      ,28,28

Iteration 25
      ,29,16
      ,14,30
      ,15,22
      ,38,31,31,19
      ,21,18
      ,26,35
      ,25,37
      ,31,26
      ,28,19,30
      ,37,10,32,21
      ,29,21
      ,24,23
      ,25,18,14,19
      ,29,22

Iteration 50
      ,30,18
      ,13,28
      ,18,22
      ,39,28,30,19
      ,16,15
      ,26,36
      ,24,39
      ,30,26
      ,27,23,27
      ,33,10,32,20
      ,29,19
      ,26,24
      ,26,13,11,20
      ,30,25

Iteration 75
      ,27,14
      ,15,29
      ,16,24
      ,34,35,25,19
      ,19,13
      ,26,31
      ,20,36
      ,29,27
      ,23,14,20
      ,39,10,40,23
      ,31,22
      ,29,21
      ,22,19,14,14
      ,35,22

Iteration 100
      ,28,10
      ,15,26
      ,17,27
      ,34,32,16,12
      ,14,12
      ,20,31
      ,15,38
      ,28,24
      ,17,11,14
      ,40,10,40,25
      ,37,26
      ,32,19
      ,13,21,16,10
      ,40,18

-------------------------Independent Run 3-------------------------
Iteration 0
      ,34,12
      ,15,17
      ,15,34
      ,36,27,11,12
      ,19,22
      ,28,24
      ,17,14
      ,30,32
      ,10,13,23
      ,21,36,25,22
      ,22,29
      ,27,15
      ,32,32,38,33
      ,18,19

Iteration 25
      ,37,25
      ,25,30
      ,27,23
      ,28,33,24,25
      ,15,22
      ,23,34
      ,20,17
      ,24,29
      ,28,16,20
      ,18,22,30,10
      ,40,26
      ,37,29
      ,38,19,22,18
      ,20,15

Iteration 50
      ,37,25
      ,28,31
      ,26,25
      ,27,31,22,25
      ,15,22
      ,24,34
      ,21,18
      ,22,28
      ,26,15,19
      ,18,21,31,10
      ,40,29
      ,35,29
      ,37,17,23,18
      ,19,17

Iteration 75
      ,39,31
      ,26,32
      ,23,24
      ,26,35,21,26
      ,16,18
      ,21,36
      ,24,13
      ,22,27
      ,27,15,17
      ,15,20,28,10
      ,40,34
      ,37,24
      ,39,21,26,17
      ,16,18

Iteration 100
      ,38,30
      ,28,30
      ,22,24
      ,28,35,22,26
      ,15,19
      ,21,37
      ,24,15
      ,23,27
      ,29,15,16
      ,16,20,27,10
      ,40,34
      ,38,25
      ,38,19,25,18
      ,17,16

-------------------------Independent Run 4-------------------------
Iteration 0
      ,39,37
      ,10,24
      ,24,30
      ,13,24,21,16
      ,34,30
      ,15,33
      ,26,15
      ,29,23
      ,24,20,39
      ,15,39,16,34
      ,38,13
      ,36,11
      ,21,25,32,15
      ,11,18

Iteration 25
      ,40,14
      ,40,10
      ,40,40
      ,29,37,13,39
      ,12,10
      ,39,14
      ,15,38
      ,25,13
      ,37,40,35
      ,16,10,37,14
      ,13,40
      ,35,10
      ,13,16,35,40
      ,17,40

Iteration 50
      ,34,17
      ,40,12
      ,39,40
      ,31,30,19,40
      ,10,10
      ,40,18
      ,16,36
      ,27,20
      ,32,40,26
      ,23,10,36,18
      ,18,40
      ,27,15
      ,15,26,27,40
      ,26,40

Iteration 75
      ,34,17
      ,40,13
      ,39,40
      ,32,30,20,39
      ,10,10
      ,40,17
      ,15,35
      ,26,20
      ,34,40,25
      ,24,10,37,18
      ,18,40
      ,28,15
      ,14,26,27,40
      ,27,40

Iteration 100
      ,34,18
      ,40,13
      ,40,40
      ,33,30,19,39
      ,10,10
      ,40,17
      ,15,36
      ,25,20
      ,32,40,25
      ,24,10,38,18
      ,19,40
      ,28,16
      ,13,27,28,40
      ,26,40

-------------------------Independent Run 5-------------------------
Iteration 0
      ,30,34
      ,10,34
      ,24,25
      ,28,18,39,11
      ,18,21
      ,27,22
      ,13,11
      ,10,11
      ,14,39,15
      ,29,32,17,18
      ,23,17
      ,39,15
      ,36,33,35,13
      ,21,28

Iteration 25
      ,37,17
      ,17,40
      ,26,23
      ,35,26,31,17
      ,33,23
      ,31,13
      ,40,11
      ,16,38
      ,40,11,13
      ,34,31,33,13
      ,38,33
      ,40,21
      ,33,10,13,14
      ,40,12

Iteration 50
      ,39,12
      ,23,40
      ,14,13
      ,33,15,30,22
      ,32,27
      ,38,11
      ,40,11
      ,20,40
      ,40,10,12
      ,37,34,33,13
      ,40,30
      ,40,26
      ,26,10,11,12
      ,40,13

Iteration 75
      ,40,12
      ,23,40
      ,15,12
      ,33,15,30,22
      ,31,27
      ,37,13
      ,40,11
      ,19,40
      ,40,10,12
      ,36,35,31,13
      ,40,29
      ,40,25
      ,26,10,11,11
      ,40,14

Iteration 100
      ,38,12
      ,26,40
      ,16,11
      ,35,17,28,18
      ,32,29
      ,40,13
      ,40,10
      ,14,40
      ,40,10,11
      ,37,35,35,13
      ,40,31
      ,40,23
      ,28,10,10,10
      ,40,15

