-------------------------Independent Run 4-------------------------
Iteration 0
      ,10,30,31
      ,15,25,39,30
      ,18,19,28
      ,14,27,27
      ,27,33,26

-------------------------Independent Run 4-------------------------
Iteration 0
      ,10,30,31
      ,15,25,39,30
      ,18,19,28
      ,14,27,27
      ,27,33,26

-------------------------Independent Run 4-------------------------
Iteration 0
      ,10,30,31
      ,15,25,39,30
      ,18,19,28
      ,14,27,27
      ,27,33,26

Iteration 1
      ,10,30,31
      ,15,25,39,30
      ,18,19,28
      ,14,27,27
      ,27,33,26

