-------------------------Independent Run 1-------------------------
Iteration 0
      ,10,30,31
      ,15,25,39,30
      ,18,19,28
      ,14,27,27
      ,27,33,26

Iteration 10
      ,25,40,29
      ,31,10,40,19
      ,27,10,40
      ,21,40,40
      ,23,21,23

Iteration 20
      ,29,36,40
      ,27,10,31,10
      ,16,10,40
      ,18,40,30
      ,10,27,36

Iteration 30
      ,18,40,40
      ,36,10,40,10
      ,28,10,40
      ,15,40,40
      ,10,17,27

Iteration 40
      ,18,40,40
      ,36,10,40,10
      ,28,10,40
      ,15,40,40
      ,10,17,27

-------------------------Independent Run 2-------------------------
Iteration 0
      ,10,30,31
      ,15,25,39,30
      ,18,19,28
      ,14,27,27
      ,27,33,26

Iteration 10
      ,23,24,30
      ,26,11,18,18
      ,25,27,24
      ,10,27,27
      ,28,31,25

Iteration 20
      ,21,26,25
      ,31,10,18,18
      ,20,29,21
      ,10,24,18
      ,24,32,27

Iteration 30
      ,18,27,30
      ,29,11,21,18
      ,23,29,18
      ,11,26,23
      ,26,32,23

Iteration 40
      ,18,27,30
      ,29,11,21,18
      ,23,29,18
      ,11,26,23
      ,26,32,23

-------------------------Independent Run 3-------------------------
Iteration 0
      ,10,30,31
      ,15,25,39,30
      ,18,19,28
      ,14,27,27
      ,27,33,26

Iteration 10
      ,20,40,28
      ,34,10,29,24
      ,31,29,40
      ,40,11,23
      ,32,38,40

Iteration 20
      ,10,40,26
      ,40,10,40,10
      ,32,15,40
      ,40,10,40
      ,27,40,40

Iteration 30
      ,10,40,26
      ,40,10,40,10
      ,32,15,40
      ,40,10,40
      ,27,40,40

Iteration 40
      ,10,40,26
      ,40,10,40,10
      ,32,15,40
      ,40,10,40
      ,27,40,40

-------------------------Independent Run 4-------------------------
Iteration 0
      ,10,30,31
      ,15,25,39,30
      ,18,19,28
      ,14,27,27
      ,27,33,26

Iteration 10
      ,11,25,40
      ,23,10,36,10
      ,27,40,29
      ,15,10,16
      ,40,39,40

Iteration 20
      ,12,25,40
      ,24,10,32,10
      ,28,40,28
      ,14,10,14
      ,40,38,40

Iteration 30
      ,14,21,32
      ,35,10,34,10
      ,38,33,26
      ,20,14,32
      ,38,31,35

Iteration 40
      ,13,16,27
      ,40,10,38,10
      ,38,26,31
      ,10,13,36
      ,37,17,32

-------------------------Independent Run 5-------------------------
Iteration 0
      ,10,30,31
      ,15,25,39,30
      ,18,19,28
      ,14,27,27
      ,27,33,26

Iteration 10
      ,10,30,31
      ,40,10,39,10
      ,38,34,40
      ,40,10,26
      ,36,37,40

Iteration 20
      ,10,37,37
      ,40,10,40,10
      ,39,36,40
      ,38,12,27
      ,39,38,39

Iteration 30
      ,10,37,37
      ,40,10,40,10
      ,39,36,40
      ,38,12,27
      ,39,38,39

Iteration 40
      ,10,37,37
      ,40,10,40,10
      ,39,36,40
      ,38,12,27
      ,39,38,39

