Iteration	Metric	Mean	Std
0	fitness	1.0398768590419034	0.21544750658809614
0	global_fitness	0.7310380725758477	N/A
0	arrived_vehicles	299.7	17.680780525757342
0	non_arrived_vehicles	83.6	15.173661390712525
0	total_trip_time	33050.0	1607.0237708260572
0	total_wait_time	16684.9	1495.6346779879102
1	fitness	1.0818850514626575	0.23134596855200476
1	global_fitness	0.7310380725758477	N/A
1	arrived_vehicles	296.1	22.589599376704314
1	non_arrived_vehicles	85.9	16.73588957898564
1	total_trip_time	32861.4	2223.9250526939977
1	total_wait_time	16531.0	1342.243048035638
2	fitness	0.8371596502663856	0.11008726523437484
2	global_fitness	0.6902918244597906	N/A
2	arrived_vehicles	318.3	13.122880781291887
2	non_arrived_vehicles	68.4	12.330450113438681
2	total_trip_time	33668.6	1883.025183049871
2	total_wait_time	16229.1	1061.500395666436
3	fitness	0.7643468079995973	0.05585484166900961
3	global_fitness	0.6792425930051237	N/A
3	arrived_vehicles	322.3	9.69587541174081
3	non_arrived_vehicles	62.1	5.107837115648853
3	total_trip_time	32849.6	1844.3260666162046
3	total_wait_time	15250.2	1221.843263270703
4	fitness	0.9300351837140562	0.1268054498946751
4	global_fitness	0.6792425930051237	N/A
4	arrived_vehicles	299.4	15.219724044804492
4	non_arrived_vehicles	75.1	12.103305333668155
4	total_trip_time	30433.7	1969.4191554872211
4	total_wait_time	14455.2	1081.0959069388803
5	fitness	0.9048660478472836	0.07482388091957726
5	global_fitness	0.6792425930051237	N/A
5	arrived_vehicles	302.2	12.130952147296602
5	non_arrived_vehicles	73.6	7.073895673530958
5	total_trip_time	30875.7	2797.9261980974406
5	total_wait_time	14628.8	1847.2100476123444
6	fitness	0.8580854053366244	0.3886869699975974
6	global_fitness	0.6617041522491349	N/A
6	arrived_vehicles	322.8	30.818176454813155
6	non_arrived_vehicles	67.3	25.29841892292876
6	total_trip_time	33863.2	3002.8328891232027
6	total_wait_time	15949.3	1262.4341606594778
7	fitness	0.7980691968559243	0.14454123835376825
7	global_fitness	0.6075836734693878	N/A
7	arrived_vehicles	322.7	18.41222420024262
7	non_arrived_vehicles	68.5	14.84082207965583
7	total_trip_time	32643.8	1824.8909994846267
7	total_wait_time	14833.2	789.622796023519
8	fitness	0.8551768826725672	0.12280254934093235
8	global_fitness	0.6075836734693878	N/A
8	arrived_vehicles	318.9	16.6520269036535
8	non_arrived_vehicles	71.9	11.579723658188048
8	total_trip_time	33789.8	2125.28797107592
8	total_wait_time	16232.4	1317.8707220361182
9	fitness	0.7108902299273436	0.11005758491756812
9	global_fitness	0.5986886982481201	N/A
9	arrived_vehicles	330.8	17.764008556629328
9	non_arrived_vehicles	57.9	10.530432089900206
9	total_trip_time	33029.6	2057.4551854171696
9	total_wait_time	14820.0	991.2510277422163
10	fitness	0.6425859085705085	0.10341854300657724
10	global_fitness	0.4722717958886906	N/A
10	arrived_vehicles	340.8	16.004999218994044
10	non_arrived_vehicles	52.1	12.840950120610236
10	total_trip_time	33241.7	1707.781546334308
10	total_wait_time	14445.7	835.3304795109538
11	fitness	0.6836419310314026	0.09244385678038711
11	global_fitness	0.4722717958886906	N/A
11	arrived_vehicles	337.5	10.092076099594175
11	non_arrived_vehicles	55.1	10.587256490706173
11	total_trip_time	34379.8	1511.9585179494838
11	total_wait_time	15466.6	1255.0827223733104
12	fitness	0.7571904334718447	0.13942769316143191
12	global_fitness	0.4722717958886906	N/A
12	arrived_vehicles	324.5	19.11674658512792
12	non_arrived_vehicles	62.1	10.894494022211402
12	total_trip_time	32534.4	1666.139982114348
12	total_wait_time	14789.2	1096.1288062996975
13	fitness	0.7730060879614319	0.1103980399063296
13	global_fitness	0.4722717958886906	N/A
13	arrived_vehicles	325.4	14.228141129465929
13	non_arrived_vehicles	67.2	13.189389675038036
13	total_trip_time	32671.8	1572.5203846055542
13	total_wait_time	14737.0	959.9611450470275
14	fitness	0.6670583029840165	0.23194047984106017
14	global_fitness	0.45202337472607745	N/A
14	arrived_vehicles	339.6	29.91721912210425
14	non_arrived_vehicles	52.4	23.273160507331188
14	total_trip_time	32858.7	2199.798220292034
14	total_wait_time	14056.7	542.4842947035426
15	fitness	0.6338289877445382	0.085220283215036
15	global_fitness	0.45202337472607745	N/A
15	arrived_vehicles	340.0	15.446682491719702
15	non_arrived_vehicles	50.6	10.26839812239475
15	total_trip_time	33042.2	2106.4003323205206
15	total_wait_time	14273.3	1089.7756695760831
16	fitness	0.6736539511239032	0.1547460195941441
16	global_fitness	0.4478967085132546	N/A
16	arrived_vehicles	340.7	22.974115869821844
16	non_arrived_vehicles	54.6	16.85941873256608
16	total_trip_time	33961.8	1770.2518916809552
16	total_wait_time	14924.3	870.1370064535814
17	fitness	0.6409135026394959	0.17278614629347464
17	global_fitness	0.4478967085132546	N/A
17	arrived_vehicles	343.5	24.278591392418136
17	non_arrived_vehicles	49.9	16.825278600962303
17	total_trip_time	33749.7	2308.229756761662
17	total_wait_time	14641.9	1103.6763520162965
18	fitness	0.5011688164389677	0.05634847496145867
