Iteration	Metric	Mean	Std
0	fitness	0.3965944576880791	0.12101248033259424
0	global_fitness	0.251457475994513	N/A
0	arrived_vehicles	286.5	25.88532402733255
0	non_arrived_vehicles	93.7	18.542114226808117
0	total_trip_time	31550.0	2687.1854420564277
0	total_wait_time	31054.0	4102.229247616471
1	fitness	0.36973982184344173	0.06667097939340672
1	global_fitness	0.251457475994513	N/A
1	arrived_vehicles	291.7	16.59548131269473
1	non_arrived_vehicles	92.3	13.122880781291887
1	total_trip_time	32863.6	1987.0231604085545
1	total_wait_time	30941.2	2077.7907401853536
2	fitness	0.21918384930195592	0.030219400398271323
2	global_fitness	0.17356668019100527	N/A
2	arrived_vehicles	334.1	13.194316958448436
2	non_arrived_vehicles	60.2	12.851459061133875
2	total_trip_time	35447.9	1860.2465132342004
2	total_wait_time	24248.1	1482.197520575446
3	fitness	0.21463914523012279	0.01986450248250515
3	global_fitness	0.1715135885736957	N/A
3	arrived_vehicles	337.0	8.820430828479978
3	non_arrived_vehicles	61.1	8.395832299420945
3	total_trip_time	36351.8	1051.1043525739963
3	total_wait_time	24279.7	1229.8397497235158
4	fitness	0.2038247552576756	0.025803669990495857
4	global_fitness	0.1530875809967452	N/A
4	arrived_vehicles	341.9	11.579723658188048
4	non_arrived_vehicles	57.1	11.139569111954017
4	total_trip_time	36799.8	849.6659108143623
4	total_wait_time	23649.8	1640.7961360266545
5	fitness	0.18315771042379853	0.01786903066413498
5	global_fitness	0.13872465585714713	N/A
5	arrived_vehicles	349.4	7.227724399837061
5	non_arrived_vehicles	48.7	7.267048919609665
5	total_trip_time	36612.6	1155.2685575224489
5	total_wait_time	22285.0	1476.3773230444851
6	fitness	0.180486025091947	0.014906877452306372
6	global_fitness	0.13872465585714713	N/A
6	arrived_vehicles	351.5	6.438167441127949
6	non_arrived_vehicles	47.5	6.00416522091123
6	total_trip_time	36676.7	941.7366988707619
6	total_wait_time	22246.2	1134.3228640911723
7	fitness	0.17253567842094203	0.036495993560628145
7	global_fitness	0.12939258543654147	N/A
7	arrived_vehicles	352.6	12.807810117268293
7	non_arrived_vehicles	46.7	11.916794871105234
7	total_trip_time	35719.9	789.48735898683
7	total_wait_time	21157.4	2902.1048637153003
8	fitness	0.1403591506859944	0.010800133404575757
8	global_fitness	0.12686437738466874	N/A
8	arrived_vehicles	365.6	4.24735211631906
8	non_arrived_vehicles	34.4	4.24735211631906
8	total_trip_time	35809.2	773.6413639406827
8	total_wait_time	18735.5	1072.1573811712533
9	fitness	0.1400916794599465	0.017400599016652744
9	global_fitness	0.11952935764650073	N/A
9	arrived_vehicles	366.6	7.017121917139533
9	non_arrived_vehicles	33.4	7.017121917139533
9	total_trip_time	36086.2	972.1313491498976
9	total_wait_time	18751.7	1536.4475942901533
10	fitness	0.13727148722469668	0.009090697949764422
10	global_fitness	0.11952935764650073	N/A
10	arrived_vehicles	368.7	5.23545604508337
10	non_arrived_vehicles	31.3	5.23545604508337
10	total_trip_time	36263.9	643.1258741490658
10	total_wait_time	18632.5	759.1434976340112
11	fitness	0.14468024629488477	0.014163324657280181
11	global_fitness	0.11952935764650073	N/A
11	arrived_vehicles	366.6	9.123595782365634
11	non_arrived_vehicles	33.2	8.840814442120138
11	total_trip_time	36563.3	1227.950817419004
11	total_wait_time	19372.3	1126.457993002846
12	fitness	0.1484928012432564	0.03577474135682386
12	global_fitness	0.11952935764650073	N/A
12	arrived_vehicles	363.8	14.281456508353761
12	non_arrived_vehicles	35.6	13.169662106523463
12	total_trip_time	35916.1	865.6990758918482
12	total_wait_time	19336.4	2554.6367334711213
13	fitness	0.15399128715269925	0.0413905003226322
13	global_fitness	0.11494487402289469	N/A
13	arrived_vehicles	361.4	16.584329953302305
13	non_arrived_vehicles	37.5	14.375326083258077
13	total_trip_time	36080.5	984.2245932712716
13	total_wait_time	19688.8	2981.1470544070785
14	fitness	0.1683536971939421	0.046902661365606634
14	global_fitness	0.11494487402289469	N/A
14	arrived_vehicles	352.8	16.33278910657944
14	non_arrived_vehicles	45.7	13.885604055999869
14	total_trip_time	35275.5	906.2317860238627
14	total_wait_time	20491.4	2840.9808587880348
15	fitness	0.15299843904186605	0.06610164438009285
15	global_fitness	0.11494487402289469	N/A
15	arrived_vehicles	361.4	22.676860452893386
15	non_arrived_vehicles	37.8	20.34109141614579
15	total_trip_time	35070.8	716.8487706622645
15	total_wait_time	19066.4	3906.8449726089716
16	fitness	0.1314794221753623	0.011774858057998735
16	global_fitness	0.10742865668402778	N/A
16	arrived_vehicles	370.6	6.785278181474949
16	non_arrived_vehicles	29.4	6.78527818147495
16	total_trip_time	35696.8	795.4722873865562
16	total_wait_time	18010.5	1097.3969427695706
17	fitness	0.13979789517727131	0.01255392003158982
17	global_fitness	0.10742865668402778	N/A
17	arrived_vehicles	365.4	7.364781055808788
17	non_arrived_vehicles	34.2	6.997142273814361
17	total_trip_time	35528.3	667.7906932565023
17	total_wait_time	18608.3	1039.171020573611
18	fitness	0.154238885665668	0.03547545247377135
18	global_fitness	0.10742865668402778	N/A
18	arrived_vehicles	361.2	13.666016244685208
18	non_arrived_vehicles	38.1	12.316249429107872
18	total_trip_time	36075.1	1010.7623311144911
18	total_wait_time	19816.2	2828.7823104650524
19	fitness	0.13908792818532115	0.011751117031397577
19	global_fitness	0.10742865668402778	N/A
19	arrived_vehicles	365.0	7.389181280764467
19	non_arrived_vehicles	34.1	6.472248450113763
19	total_trip_time	35306.9	818.6934041507845
19	total_wait_time	18477.6	807.7595186687682
20	fitness	0.1289712304953112	0.009158562971437379
20	global_fitness	0.10742865668402778	N/A
20	arrived_vehicles	372.0	5.440588203494177
20	non_arrived_vehicles	28.0	5.440588203494177
20	total_trip_time	35801.6	734.981659635123
20	total_wait_time	17819.3	849.8412851821215
21	fitness	0.1311773290020566	0.01118614776601993
21	global_fitness	0.10742865668402778	N/A
21	arrived_vehicles	369.7	6.435060217278468
21	non_arrived_vehicles	30.3	6.435060217278467
21	total_trip_time	35459.0	1082.9621415358895
21	total_wait_time	17890.1	1087.3458925291436
22	fitness	0.13359066077205445	0.012248319272286817
22	global_fitness	0.10742865668402778	N/A
22	arrived_vehicles	369.1	8.06783738061198
22	non_arrived_vehicles	30.9	8.067837380611982
22	total_trip_time	35675.8	1024.5034699794821
22	total_wait_time	18142.9	1011.4022394675621
23	fitness	0.12403656290952333	0.01168643439927586
23	global_fitness	0.10742865668402778	N/A
23	arrived_vehicles	372.4	6.681317235396026
23	non_arrived_vehicles	27.3	6.2136945531623935
23	total_trip_time	35051.7	571.2698224131921
23	total_wait_time	17150.8	1009.2071937912452
24	fitness	0.12484923481908125	0.020067400658615866
24	global_fitness	0.10742865668402778	N/A
24	arrived_vehicles	372.3	8.786922100485471
24	non_arrived_vehicles	27.7	8.786922100485471
24	total_trip_time	34935.4	649.3929780956983
24	total_wait_time	17191.2	1749.0713993430913
25	fitness	0.12293298479745027	0.009790509590445518
25	global_fitness	0.10742865668402778	N/A
25	arrived_vehicles	372.7	5.831809324729334
25	non_arrived_vehicles	27.3	5.831809324729334
25	total_trip_time	35035.0	740.2711665329132
25	total_wait_time	17040.7	854.6471845153415
26	fitness	0.12239701134029053	0.011219559459431396
26	global_fitness	0.10742865668402778	N/A
26	arrived_vehicles	374.3	6.435060217278468
26	non_arrived_vehicles	25.7	6.435060217278467
26	total_trip_time	35181.6	979.7812204773063
26	total_wait_time	17108.2	1087.1454180559288
27	fitness	0.12009050790431078	0.00806780256328722
27	global_fitness	0.10742865668402778	N/A
27	arrived_vehicles	376.5	3.9560080889704965
27	non_arrived_vehicles	23.5	3.9560080889704965
27	total_trip_time	35450.3	592.7382305874997
27	total_wait_time	17003.2	820.6388730738996
28	fitness	0.11819650080605719	0.00908347465149796
28	global_fitness	0.10621791681721192	N/A
28	arrived_vehicles	375.7	5.514526271584894
28	non_arrived_vehicles	24.3	5.514526271584895
28	total_trip_time	35034.7	1140.1973557239992
28	total_wait_time	16659.6	960.7801205270642
29	fitness	0.1272588938854868	0.016449664608619522
29	global_fitness	0.10621791681721192	N/A
29	arrived_vehicles	371.4	7.459222479588606
29	non_arrived_vehicles	28.4	7.445804187594515
29	total_trip_time	35210.4	940.8614350689479
29	total_wait_time	17475.6	1582.197471872585
30	fitness	0.12825108661856957	0.013615136997395376
30	global_fitness	0.10621791681721192	N/A
30	arrived_vehicles	370.7	6.132699242584786
30	non_arrived_vehicles	29.3	6.132699242584786
30	total_trip_time	35290.6	815.2827975616805
30	total_wait_time	17570.4	1309.7081506961772
31	fitness	0.13264678547909156	0.01695223400286177
31	global_fitness	0.10621791681721192	N/A
31	arrived_vehicles	369.7	8.124653838779842
31	non_arrived_vehicles	30.3	8.12465383877984
31	total_trip_time	35396.2	910.0561301370371
31	total_wait_time	18043.0	1489.0151107359522
32	fitness	0.11807837624788389	0.009263843863327835
32	global_fitness	0.10221625343413616	N/A
32	arrived_vehicles	376.7	4.712748667179271
32	non_arrived_vehicles	23.3	4.712748667179271
32	total_trip_time	35186.8	519.5337910088236
32	total_wait_time	16728.2	938.5125252227591
33	fitness	0.1162148790501143	0.014542439201027409
33	global_fitness	0.10090203763859433	N/A
33	arrived_vehicles	377.3	7.470609078247905
33	non_arrived_vehicles	22.7	7.470609078247905
33	total_trip_time	35173.4	1039.2686082048278
33	total_wait_time	16479.8	1474.98459652974
34	fitness	0.11720963922202779	0.005037077314842831
34	global_fitness	0.10090203763859433	N/A
34	arrived_vehicles	376.9	4.6141087980237305
34	non_arrived_vehicles	23.1	4.6141087980237305
34	total_trip_time	35087.1	910.3562434563735
34	total_wait_time	16640.8	534.9354727441432
35	fitness	0.12190338576530968	0.010313796317777277
35	global_fitness	0.10090203763859433	N/A
35	arrived_vehicles	374.4	5.885575587824865
35	non_arrived_vehicles	25.6	5.885575587824865
35	total_trip_time	35112.0	880.9604985468985
35	total_wait_time	17052.2	1011.8256569192145
36	fitness	0.12260218832437313	0.01412052049334142
36	global_fitness	0.10090203763859433	N/A
36	arrived_vehicles	375.3	7.576938695805847
36	non_arrived_vehicles	24.7	7.576938695805847
36	total_trip_time	35606.4	420.03028462243054
36	total_wait_time	17197.0	1260.0517449692295
