Iteration	Metric	Mean	Std
0	fitness	0.46866033251708716	0.15521705041857645
0	global_fitness	0.25109835600907027	N/A
0	arrived_vehicles	286.3	32.04387617002662
0	non_arrived_vehicles	131.1	29.3
0	total_trip_time	34990.6	2340.085690738696
0	total_wait_time	36085.6	4522.436958101241
1	fitness	0.4310542989815652	0.07231219427319054
1	global_fitness	0.25109835600907027	N/A
1	arrived_vehicles	293.1	17.705648816126452
1	non_arrived_vehicles	117.7	16.59548131269473
1	total_trip_time	35630.2	2531.6840561175877
1	total_wait_time	36439.8	2006.0910148844196
2	fitness	0.4880764379786061	0.06612045741225682
2	global_fitness	0.25109835600907027	N/A
2	arrived_vehicles	281.5	13.298496155580901
2	non_arrived_vehicles	116.9	12.597221915962265
2	total_trip_time	34193.8	1709.1939503754395
2	total_wait_time	38290.9	1424.881149429664
3	fitness	0.30941942724685817	0.09753960867846137
3	global_fitness	0.20515086478979927	N/A
3	arrived_vehicles	323.7	26.29467626725988
3	non_arrived_vehicles	100.9	15.883639381451596
3	total_trip_time	36423.8	1939.5001314771805
3	total_wait_time	31039.9	4149.007819949246
4	fitness	0.26490902333426525	0.046958770240889416
4	global_fitness	0.20515086478979927	N/A
4	arrived_vehicles	333.7	14.107090415815728
4	non_arrived_vehicles	96.7	8.112336284942828
4	total_trip_time	36180.3	1587.0618166914608
4	total_wait_time	29130.7	2231.0467072654487
5	fitness	0.2566928735087007	0.01084631081416267
5	global_fitness	0.20515086478979927	N/A
5	arrived_vehicles	335.0	6.2289646009589745
5	non_arrived_vehicles	99.0	6.2289646009589745
5	total_trip_time	35677.0	1496.1751902768606
5	total_wait_time	28776.3	532.7628083866215
6	fitness	0.2650209152233997	0.023515395734676522
6	global_fitness	0.20515086478979927	N/A
6	arrived_vehicles	332.2	8.541662601625049
6	non_arrived_vehicles	101.8	8.541662601625049
6	total_trip_time	36112.6	1709.8432208831312
6	total_wait_time	29141.6	1280.8141317146683
7	fitness	0.25643905706436565	0.03924636491268239
7	global_fitness	0.18350910114468005	N/A
7	arrived_vehicles	336.0	15.498387012847498
7	non_arrived_vehicles	97.4	14.65059725744995
7	total_trip_time	36379.7	1233.6352013460057
7	total_wait_time	28607.3	2018.354579849636
8	fitness	0.2474463713028306	0.05020746991665751
8	global_fitness	0.18350910114468005	N/A
8	arrived_vehicles	337.2	18.680471086136986
8	non_arrived_vehicles	94.0	12.922847983320086
8	total_trip_time	37289.9	1622.5257132014888
8	total_wait_time	27626.8	1864.5256125888966
9	fitness	0.22778733793069442	0.027880477211719264
9	global_fitness	0.18350910114468005	N/A
9	arrived_vehicles	343.8	12.63962024745997
9	non_arrived_vehicles	90.2	12.639620247459968
9	total_trip_time	37616.8	898.5226541384474
9	total_wait_time	26722.3	1264.6523672535468
10	fitness	0.20029627940130798	0.016271025820441543
10	global_fitness	0.18303948798454292	N/A
10	arrived_vehicles	357.0	7.987490219086343
10	non_arrived_vehicles	77.0	7.987490219086343
10	total_trip_time	37793.6	355.58773882123666
10	total_wait_time	25450.0	842.7942809487971
11	fitness	0.18722150820335096	0.009257310542724575
11	global_fitness	0.17240502466561564	N/A
11	arrived_vehicles	363.6	4.476605857119878
11	non_arrived_vehicles	70.4	4.476605857119878
11	total_trip_time	37788.7	818.7003175765843
11	total_wait_time	24726.2	656.2807021389552
12	fitness	0.18694216163114152	0.01710373320179678
12	global_fitness	0.16195042011370742	N/A
12	arrived_vehicles	364.3	7.563729238940273
12	non_arrived_vehicles	69.7	7.563729238940272
12	total_trip_time	36960.3	693.703546192464
12	total_wait_time	24734.5	1376.1051740328571
13	fitness	0.2135885796233657	0.06470657916886895
13	global_fitness	0.16195042011370742	N/A
13	arrived_vehicles	355.0	22.63625410707346
13	non_arrived_vehicles	79.0	22.63625410707346
13	total_trip_time	36351.0	1503.2754903875737
13	total_wait_time	26063.0	2907.4753653298594
14	fitness	0.1938440879866108	0.030654640712807386
14	global_fitness	0.1601991111111111	N/A
14	arrived_vehicles	360.6	13.41044369139217
14	non_arrived_vehicles	73.4	13.410443691392167
14	total_trip_time	36787.4	762.4203827285837
14	total_wait_time	24954.8	1870.2466575294286
15	fitness	0.17742271529226195	0.009577160737470138
15	global_fitness	0.1601991111111111	N/A
15	arrived_vehicles	367.4	3.9547439866570375
15	non_arrived_vehicles	66.6	3.954743986657038
15	total_trip_time	36537.2	656.8608376208769
15	total_wait_time	23925.9	795.7076661689267
16	fitness	0.18986021894434946	0.022112544080051276
16	global_fitness	0.1601991111111111	N/A
16	arrived_vehicles	362.0	9.57078889120432
16	non_arrived_vehicles	72.0	9.57078889120432
16	total_trip_time	36456.9	1478.627569741617
16	total_wait_time	24750.6	1532.5549386563603
17	fitness	0.1938817310761412	0.01549810660938298
17	global_fitness	0.1601991111111111	N/A
17	arrived_vehicles	362.7	6.634003316248795
17	non_arrived_vehicles	71.3	6.634003316248794
17	total_trip_time	36421.6	1149.5500163107301
17	total_wait_time	25443.0	1110.0472962896672
18	fitness	0.18054515738031454	0.007339379464113561
18	global_fitness	0.1601991111111111	N/A
18	arrived_vehicles	366.7	4.196427051671457
18	non_arrived_vehicles	67.3	4.196427051671457
18	total_trip_time	37056.9	616.5350679401781
18	total_wait_time	24263.2	632.7937736735405
19	fitness	0.18012793242425357	0.011761216846355038
19	global_fitness	0.1601991111111111	N/A
19	arrived_vehicles	366.4	4.31740662898458
19	non_arrived_vehicles	67.6	4.317406628984581
19	total_trip_time	37204.3	620.9837437485784
19	total_wait_time	24150.1	1029.7491393538526
