Iteration	Metric	Value
0	fitness	0.17389875082182774
0	global_fitness	0.17389875082182774
0	arrived_vehicles	312
0	non_arrived_vehicles	66
0	total_trip_time	32912.0
0	total_wait_time	16928.0
1	fitness	0.23117516765507456
1	global_fitness	0.17389875082182774
1	arrived_vehicles	313
1	non_arrived_vehicles	86
1	total_trip_time	40068.0
1	total_wait_time	22648.0
2	fitness	0.1888920044864605
2	global_fitness	0.17389875082182774
2	arrived_vehicles	316
2	non_arrived_vehicles	78
2	total_trip_time	35679.0
2	total_wait_time	18862.0
3	fitness	0.16982886904761904
3	global_fitness	0.16982886904761904
3	arrived_vehicles	336
3	non_arrived_vehicles	64
3	total_trip_time	37069.0
3	total_wait_time	19173.0
4	fitness	0.16589874143927713
4	global_fitness	0.16589874143927713
4	arrived_vehicles	334
4	non_arrived_vehicles	60
4	total_trip_time	35841.0
4	total_wait_time	18507.0
5	fitness	0.14957420427800341
5	global_fitness	0.14957420427800341
5	arrived_vehicles	367
5	non_arrived_vehicles	33
5	total_trip_time	39614.0
5	total_wait_time	20146.0
6	fitness	0.13943615629689668
6	global_fitness	0.13943615629689668
6	arrived_vehicles	353
6	non_arrived_vehicles	44
6	total_trip_time	35508.0
6	total_wait_time	17375.0
7	fitness	0.1466850321395776
7	global_fitness	0.13943615629689668
7	arrived_vehicles	330
7	non_arrived_vehicles	70
7	total_trip_time	33165.0
7	total_wait_time	15974.0
8	fitness	0.14858498446322965
8	global_fitness	0.13943615629689668
8	arrived_vehicles	346
8	non_arrived_vehicles	54
8	total_trip_time	36155.0
8	total_wait_time	17788.0
9	fitness	0.14474285714285715
9	global_fitness	0.13943615629689668
9	arrived_vehicles	350
9	non_arrived_vehicles	50
9	total_trip_time	35967.0
9	total_wait_time	17731.0
10	fitness	0.1520562428986239
10	global_fitness	0.13943615629689668
10	arrived_vehicles	356
10	non_arrived_vehicles	44
10	total_trip_time	38564.0
10	total_wait_time	19271.0
11	fitness	0.14320792504661567
11	global_fitness	0.13943615629689668
11	arrived_vehicles	361
11	non_arrived_vehicles	39
11	total_trip_time	37999.0
11	total_wait_time	18663.0
12	fitness	0.14302201704545456
12	global_fitness	0.13943615629689668
