-------------------------Independent Run 1-------------------------
Iteration 0
      ,29,26,12
      ,10,35,32,35
      ,26,34,19
      ,23,33,13
      ,19,13,23

Iteration 10
      ,10,40,40
      ,40,10,37,15
      ,10,10,32
      ,39,10,40
      ,35,40,40

Iteration 20
      ,10,39,40
      ,40,10,40,13
      ,17,13,15
      ,39,12,40
      ,34,34,40

Iteration 30
      ,10,40,40
      ,40,10,40,16
      ,10,15,27
      ,40,10,40
      ,37,39,40

Iteration 40
      ,10,40,40
      ,40,10,40,13
      ,15,12,21
      ,40,12,40
      ,29,38,40

-------------------------Independent Run 2-------------------------
Iteration 0
      ,12,10,35
      ,34,21,12,18
      ,23,26,24
      ,28,28,28
      ,25,23,38

Iteration 10
      ,10,10,28
      ,30,10,18,16
      ,13,15,22
      ,23,21,39
      ,19,15,36

Iteration 20
      ,10,10,26
      ,30,10,22,15
      ,14,18,21
      ,19,22,36
      ,13,17,35

Iteration 30
      ,10,10,21
      ,32,10,25,12
      ,10,21,19
      ,16,20,35
      ,10,17,32

Iteration 40
      ,10,10,19
      ,25,10,29,10
      ,13,27,15
      ,10,21,40
      ,10,23,30

-------------------------Independent Run 3-------------------------
Iteration 0
      ,30,32,10
      ,13,23,21,36
      ,25,22,22
      ,29,27,15
      ,32,32,38

Iteration 10
      ,19,34,37
      ,30,10,30,16
      ,37,39,21
      ,40,32,19
      ,37,20,12

Iteration 20
      ,28,13,37
      ,34,11,29,18
      ,38,26,20
      ,30,24,31
      ,28,16,17

Iteration 30
      ,20,28,38
      ,32,10,34,10
      ,40,39,23
      ,40,30,19
      ,38,15,19

Iteration 40
      ,20,32,40
      ,28,10,34,11
      ,40,40,23
      ,40,23,19
      ,40,11,20

-------------------------Independent Run 4-------------------------
Iteration 0
      ,36,38,26
      ,27,12,18,39
      ,37,10,24
      ,24,30,13
      ,24,21,16

Iteration 10
      ,36,25,22
      ,20,16,35,16
      ,23,24,25
      ,16,38,33
      ,35,12,21

Iteration 20
      ,39,16,20
      ,26,12,32,17
      ,17,29,25
      ,12,33,30
      ,38,14,22

Iteration 30
      ,34,21,17
      ,23,11,35,10
      ,18,27,24
      ,10,38,34
      ,40,10,20

Iteration 40
      ,37,12,25
      ,29,13,33,13
      ,11,36,19
      ,10,28,32
      ,40,11,21

-------------------------Independent Run 5-------------------------
Iteration 0
      ,30,34,10
      ,34,24,25,28
      ,18,39,11
      ,18,21,27
      ,22,13,11

Iteration 10
      ,12,22,21
      ,28,14,29,24
      ,24,33,20
      ,24,33,24
      ,30,21,24

Iteration 20
      ,10,15,24
      ,27,12,37,10
      ,28,28,26
      ,35,40,27
      ,28,28,31

Iteration 30
      ,10,17,27
      ,36,10,31,10
      ,21,29,24
      ,30,40,23
      ,34,23,33

Iteration 40
      ,10,15,29
      ,33,10,30,10
      ,16,27,28
      ,26,40,24
      ,34,25,32


